marca,modelo,precio,kilometraje,year,combustible,ciudad,cat_combustible,antiguedad_auto,uso_anual_estimado,es_ecologico,categoria_precio,rango_kilometraje,tipo_marca,segmento_depreciacion
renault,Kwid 1.0 Zen 4x2 Hb Mt 5p,7490000.0,32527.0,2023,bencina,araucania,0,3,10842.333333333334,0,bajo,medio,general,baja depreciacion
seat,Tarraco 1.4 Tsi Xcellence 4x2 At,17690000.0,69010.0,2021,bencina,biobio,0,5,13802.0,0,medio,medio,general,depreciacion media
shineray,X30 1.5 Elt 4x2 Mt 5p,8990000.0,3417.0,2025,bencina,antofagasta,0,1,3417.0,0,bajo,bajo,general,baja depreciacion
skoda,Karoq Mt,13490000.0,79000.0,2019,bencina,santiago,0,7,11285.714285714286,0,medio,medio,general,depreciacion media
skoda,Karoq 1.4t Style Auto,17990000.0,48900.0,2021,bencina,santiago,0,5,9780.0,0,medio,medio,general,depreciacion media
skoda,Karoq Ambition 1.4,17790000.0,42120.0,2023,bencina,santiago,0,3,14040.0,0,medio,medio,general,baja depreciacion
skoda,Octavia 1.4 Elegance Dsg,7990000.0,124467.0,2013,bencina,santiago,0,13,9574.384615384615,0,bajo,alto,general,alta depreciacion
skoda,Octavia 1.4 Tsi Auto Style,18990000.0,20057.0,2022,bencina,santiago,0,4,5014.25,0,medio,bajo,general,depreciacion media
skoda,Octavia 1.4 Tsi Ambition Mt,15990000.0,48000.0,2023,bencina,santiago,0,3,16000.0,0,medio,medio,general,baja depreciacion
skoda,Octavia 1.4 Tsi Auto Ambition,19990000.0,10786.0,2025,bencina,santiago,0,1,10786.0,0,medio,bajo,general,baja depreciacion
skoda,Scala 1.5 Tsi Selection Dsg,18790000.0,19365.0,2025,bencina,santiago,0,1,19365.0,0,medio,bajo,general,baja depreciacion
skoda,Scala 1.5 Tsi Selection Dsg,18990000.0,12379.0,2025,bencina,santiago,0,1,12379.0,0,medio,bajo,general,baja depreciacion
skoda,Yeti 1.2 Tsi Elegance Dsg,7790000.0,125541.0,2013,bencina,santiago,0,13,9657.0,0,bajo,alto,general,alta depreciacion
ssangyong,Musso 4x2 Mt 2.2,11890000.0,122014.0,2021,diesel,santiago,1,5,24402.8,0,medio,alto,general,alta depreciacion
ssangyong,Musso Glx 4x4,24980000.0,5000.0,2022,diesel,santiago,1,4,1250.0,0,alto,bajo,general,depreciacion media
ssangyong,Musso 2.2 4x2,11250000.0,216140.0,2022,diesel,santiago,1,4,54035.0,0,medio,alto,general,alta depreciacion
ssangyong,Musso 4x4 2.2 Mt,16990000.0,54800.0,2023,diesel,santiago,1,3,18266.666666666668,0,medio,medio,general,depreciacion media
ssangyong,Rexton 2.2 Mt 4x2,20190000.0,97745.0,2019,diesel,santiago,1,7,13963.57142857143,0,alto,medio,general,depreciacion media
ssangyong,Tivoli Mt,10950000.0,68000.0,2018,bencina,santiago,0,8,8500.0,0,medio,medio,general,depreciacion media
ssangyong,Torres 1.5t Limited 4wd Bitono A,21490000.0,30151.0,2023,bencina,antofagasta,0,3,10050.333333333334,0,alto,medio,general,baja depreciacion
subaru,Evoltis 2.4t Cvt Touring Awd,28990000.0,75766.0,2022,bencina,santiago,0,4,18941.5,0,alto,medio,general,depreciacion media
subaru,Evoltis 2.4t 4x4,44950000.0,27057.0,2025,bencina,santiago,0,1,27057.0,0,premium,bajo,general,baja depreciacion
subaru,Forester 2.0i Awd Cvt X,13950000.0,113200.0,2018,bencina,santiago,0,8,14150.0,0,medio,alto,general,depreciacion media
subaru,Forester 2.5i Xs Awd At 5p,17990000.0,81219.0,2020,bencina,coquimbo,0,6,13536.5,0,medio,medio,general,depreciacion media
subaru,Forester 2.0 T Awd Cvt,17970000.0,68000.0,2021,bencina,santiago,0,5,13600.0,0,medio,medio,general,depreciacion media
subaru,Outback Limited 3.6 4x4,19950000.0,85949.0,2020,bencina,santiago,0,6,14324.833333333334,0,medio,medio,general,depreciacion media
suzuki,Baleno Gls Hb 1.4 Mt,8990000.0,77507.0,2020,bencina,santiago,0,6,12917.833333333334,0,bajo,medio,general,depreciacion media
suzuki,Baleno 1.5 Glx 4x2 At 5p,11990000.0,21777.0,2025,bencina,tarapaca,0,1,21777.0,0,medio,bajo,general,baja depreciacion
suzuki,Fronx 1.5 Glx Hybrid 4x2 Mt 5p,13990000.0,7628.0,2025,hibrido,tarapaca,2,1,7628.0,1,medio,bajo,general,baja depreciacion
suzuki,Grand Vitara Mt,10190000.0,105800.0,2015,bencina,santiago,0,11,9618.181818181818,0,medio,alto,general,alta depreciacion
suzuki,Vitara Ltd 4x4 1.6,13290000.0,97000.0,2017,bencina,santiago,0,9,10777.777777777777,0,medio,medio,general,alta depreciacion
toyota,4runner Sr5 4.0,15890000.0,213000.0,2012,bencina,araucania,0,14,15214.285714285714,0,medio,alto,general,alta depreciacion
toyota,4runner Limited 4.0 At 4x2,18500000.0,145000.0,2014,bencina,santiago,0,12,12083.333333333334,0,medio,alto,general,alta depreciacion
toyota,4runner Sr5 4x2 At,41570000.0,9100.0,2025,bencina,santiago,0,1,9100.0,0,premium,bajo,general,baja depreciacion
toyota,Corolla 2.0 Xei 4x2 Cvt At 4p,16690000.0,23406.0,2022,bencina,araucania,0,4,5851.5,0,medio,bajo,general,depreciacion media
toyota,Corolla 2.0 Seg 4x2 Cvt At 5p,17490000.0,18420.0,2023,bencina,arica y parinacota,0,3,6140.0,0,medio,bajo,general,baja depreciacion
toyota,Corolla 2.0 Seg 4x2 Cvt At 5p,18990000.0,34067.0,2024,bencina,araucania,0,2,17033.5,0,medio,medio,general,baja depreciacion
toyota,Hilux Dx 4x4 2.4,16200000.0,144600.0,2021,diesel,santiago,1,5,28920.0,0,medio,alto,general,alta depreciacion
toyota,Hilux Dx 4x2 2.4,14900000.0,137100.0,2021,diesel,santiago,1,5,27420.0,0,medio,alto,general,alta depreciacion
toyota,Hilux Dx 4x2 2.4,14890000.0,130850.0,2021,diesel,santiago,1,5,26170.0,0,medio,alto,general,alta depreciacion
toyota,Hilux Dx 4x4 2.4,16990000.0,66400.0,2021,diesel,santiago,1,5,13280.0,0,medio,medio,general,depreciacion media
toyota,Hilux Dx 4x4 2.4,19350000.0,31000.0,2022,diesel,santiago,1,4,7750.0,0,medio,medio,general,depreciacion media
toyota,Hilux Dx 4x4 2.4,18300000.0,62850.0,2022,diesel,santiago,1,4,15712.5,0,medio,medio,general,depreciacion media
toyota,Hilux Dx 4x4 2.4,18380000.0,109850.0,2022,diesel,santiago,1,4,27462.5,0,medio,alto,general,depreciacion media
toyota,Hilux Dx 4x2 2.4,16850000.0,26900.0,2022,diesel,santiago,1,4,6725.0,0,medio,bajo,general,depreciacion media
toyota,Hilux Dx 4x4 2.4,19950000.0,106600.0,2023,diesel,santiago,1,3,35533.333333333336,0,medio,alto,general,depreciacion media
toyota,Hilux Blindado Dx 4x4 2.4,29900000.0,48315.0,2024,diesel,santiago,1,2,24157.5,0,alto,medio,general,baja depreciacion
toyota,Hilux Blindado Dx 4x4 2.4,29300000.0,60000.0,2024,diesel,santiago,1,2,30000.0,0,alto,medio,general,depreciacion media
toyota,Land Cruiser Vx 4x4 2.7,16450000.0,176796.0,2013,bencina,santiago,0,13,13599.692307692309,0,medio,alto,general,alta depreciacion
toyota,Rav 4 2.5,9950000.0,148883.0,2014,bencina,santiago,0,12,12406.916666666666,0,bajo,alto,general,alta depreciacion
toyota,Rav 4 At,14000000.0,117000.0,2017,bencina,santiago,0,9,13000.0,0,medio,alto,general,alta depreciacion
toyota,Rav 4 Adventure 2.0,17990000.0,34248.0,2019,bencina,santiago,0,7,4892.571428571428,0,medio,medio,general,depreciacion media
toyota,Rav 4 2.0 Xle 4x2 Cvt At 5p,18490000.0,121680.0,2021,bencina,antofagasta,0,5,24336.0,0,medio,alto,general,alta depreciacion
toyota,Rush Ruch Lei 1.5,11545000.0,46000.0,2017,bencina,santiago,0,9,5111.111111111111,0,medio,medio,general,alta depreciacion
toyota,Rush 1.5,15990000.0,28086.0,2022,bencina,santiago,0,4,7021.5,0,medio,bajo,general,depreciacion media
toyota,Rush 1.5 Xli 4x2 Mt 5p,12980000.0,86640.0,2022,bencina,santiago,0,4,21660.0,0,medio,medio,general,depreciacion media
toyota,Yaris Gli 1.5,11990000.0,35256.0,2021,bencina,santiago,0,5,7051.2,0,medio,medio,general,depreciacion media
toyota,Yaris E,11690000.0,27424.0,2022,bencina,santiago,0,4,6856.0,0,medio,bajo,general,depreciacion media
volkswagen,Amarok Power 2.0,8950000.0,266112.0,2011,diesel,santiago,1,15,17740.8,0,bajo,alto,general,alta depreciacion
volkswagen,Amarok 4x4 Trendline 2.0 Tdi,15950000.0,151450.0,2022,diesel,santiago,1,4,37862.5,0,medio,alto,general,alta depreciacion
volkswagen,Amarok V6 3.0 Tdi At Highline 4m,50990000.0,1168.0,2026,diesel,santiago,1,0,1168.0,0,premium,bajo,general,baja depreciacion
volkswagen,Atlas 4x4 Otto 3.6,30500000.0,30000.0,2024,bencina,santiago,0,2,15000.0,0,alto,medio,general,baja depreciacion
volkswagen,Crafter 2.5,12900000.0,157000.0,2014,diesel,santiago,1,12,13083.333333333334,0,medio,alto,general,alta depreciacion
volkswagen,Golf 1.4 Tsi Sport 4x2 At 5p,14880000.0,92138.0,2018,bencina,santiago,0,8,11517.25,0,medio,medio,general,depreciacion media
volkswagen,Taos 1.4 250 Tsi Highline Auto,17990000.0,68478.0,2022,bencina,santiago,0,4,17119.5,0,medio,medio,general,depreciacion media
volkswagen,Tiguan Limited 2.0 4motion,18950000.0,111118.0,2020,diesel,santiago,1,6,18519.666666666668,0,medio,alto,general,depreciacion media
volkswagen,Tiguan 1.4 Tsi Dsg Highline 7a,20490000.0,65593.0,2022,bencina,santiago,0,4,16398.25,0,alto,medio,general,depreciacion media
volkswagen,Tiguan 1.4 Tsi Comfortline 4x2 A,21490000.0,51313.0,2023,bencina,santiago,0,3,17104.333333333332,0,alto,medio,general,depreciacion media
volkswagen,Voyage 1.6 Comfortline 4x2 Volan,8290000.0,36937.0,2021,bencina,araucania,0,5,7387.4,0,bajo,medio,general,depreciacion media
volkswagen,Voyage Voyage 1.6 Highline,6950000.0,151000.0,2022,bencina,araucania,0,4,37750.0,0,bajo,alto,general,alta depreciacion
volvo,S 60 Cross Country 2.4 D4 Auto,19000000.0,92413.0,2019,diesel,santiago,1,7,13201.857142857143,0,medio,medio,general,depreciacion media
volvo,V40 T3 Hb 1.5 Auto Momentum,12850000.0,88358.0,2019,bencina,santiago,0,7,12622.57142857143,0,medio,medio,general,depreciacion media
volvo,Xc 40 B4 2.0,31570000.0,17000.0,2024,bencina,santiago,0,2,8500.0,0,alto,bajo,general,baja depreciacion
volvo,Xc 90 T5 2.0 Turbo,24970000.0,73000.0,2019,bencina,santiago,0,7,10428.57142857143,0,alto,medio,general,depreciacion media
volvo,Xc60 T5 Limited,12970000.0,125000.0,2014,bencina,santiago,0,12,10416.666666666666,0,medio,alto,general,alta depreciacion
volvo,Xc60 2.0 D5 Momentum Auto 4wd,26990000.0,74000.0,2018,diesel,santiago,1,8,9250.0,0,alto,medio,general,depreciacion media
zx,Auto Terralord 4x4 2.5,11150000.0,42530.0,2023,diesel,santiago,1,3,14176.666666666666,0,medio,medio,general,baja depreciacion
zx,Auto Terralord 4x4 2.5,11000000.0,60000.0,2023,diesel,santiago,1,3,20000.0,0,medio,medio,general,depreciacion media
zx,Auto Terralord Dlx 4x4 2.5 Dcab,10250000.0,43000.0,2023,diesel,santiago,1,3,14333.333333333334,0,medio,medio,general,baja depreciacion
zx,Auto Terralord 4x4 2.5,10980000.0,53000.0,2023,diesel,santiago,1,3,17666.666666666668,0,medio,medio,general,depreciacion media
zx,Auto Terralord 2.5,10190000.0,35000.0,2023,diesel,santiago,1,3,11666.666666666666,0,medio,medio,general,baja depreciacion
zx,Auto Terralord 2.5 Mt,9700000.0,61000.0,2023,diesel,santiago,1,3,20333.333333333332,0,bajo,medio,general,depreciacion media
dodge,Nitro Slt 4x4 3.7,9990000.0,124140.0,2012,bencina,santiago,0,14,8867.142857142857,0,bajo,alto,general,alta depreciacion
ford,Mustang 5.0l Gt,32990000.0,50400.0,2019,bencina,santiago,0,7,7200.0,0,alto,medio,general,depreciacion media
great,Wall Poer 2.0 4x2 Mt,14900000.0,52000.0,2022,diesel,santiago,1,4,13000.0,0,medio,medio,general,depreciacion media
ram,V700 City 1.2 Mt,7990000.0,95138.0,2021,diesel,santiago,1,5,19027.6,0,bajo,medio,general,depreciacion media
bmw,S1000rr S 1000 Rr,14980000.0,53043.0,2016,bencina,santiago,0,10,5304.3,0,medio,medio,premium,alta depreciacion
ducati,Multistrada 1.200 S,12980000.0,33858.0,2016,bencina,santiago,0,10,3385.8,0,medio,medio,general,alta depreciacion
changan,Uni-t,15990000.0,8400.0,2025,bencina,quillota,0,1,8400.0,0,medio,bajo,general,baja depreciacion
sail,Mecanico,9290000.0,41000.0,2024,bencina,quillota,0,2,20500.0,0,bajo,medio,general,baja depreciacion
great,Jolion,12590000.0,27000.0,2025,diesel,viña del mar,1,1,27000.0,0,medio,bajo,general,baja depreciacion
great,Poer,17990000.0,30000.0,2025,diesel,viña del mar,1,1,30000.0,0,medio,medio,general,baja depreciacion
hyundai,Tucson,18290000.0,40000.0,2023,bencina,viña del mar,0,3,13333.333333333334,0,medio,medio,general,baja depreciacion
jac,T8,10990000.0,30000.0,2023,bencina,viña del mar,0,3,10000.0,0,medio,medio,general,baja depreciacion
kia,Morning,7790000.0,60000.0,2022,bencina,belloto,0,4,15000.0,0,bajo,medio,general,depreciacion media
peugeot,Automatico,16990000.0,68000.0,2023,bencina,quillota,0,3,22666.666666666668,0,medio,medio,general,depreciacion media
suzuki,Automatico,17990000.0,15000.0,2025,bencina,viña del mar,0,1,15000.0,0,medio,bajo,general,baja depreciacion
citroen,C3,2055000.0,90000.0,2019,diesel,puerto montt,1,7,12857.142857142857,0,bajo,medio,general,depreciacion media
citroen,C3,10000000.0,50000.0,2018,diesel,quilicura,1,8,6250.0,0,medio,medio,general,depreciacion media
citroen,C4 Cactus,9500000.0,150000.0,2020,diesel,padre hurtado,1,6,25000.0,0,bajo,alto,general,alta depreciacion
citroen,C5 Aircross,13990000.0,78500.0,2021,diesel,macul,1,5,15700.0,0,medio,medio,general,depreciacion media
citroen,Ds5,11500000.0,131000.0,2016,diesel,santiago,1,10,13100.0,0,medio,alto,general,alta depreciacion
citroen,Jumper,23990000.0,95000.0,2024,diesel,macul,1,2,47500.0,0,alto,medio,general,depreciacion media
ds,7 Crossback,29000000.0,31000.0,2023,diesel,la florida,1,3,10333.333333333334,0,alto,medio,general,baja depreciacion
foton,Ft-crew,22490000.0,100000.0,2024,diesel,ñuñoa,1,2,50000.0,0,alto,alto,general,depreciacion media
hyundai,H-1 Escolar,8090000.0,170000.0,2009,diesel,peñalolen,1,17,10000.0,0,bajo,alto,general,alta depreciacion
hyundai,H-1 Minibus,9000000.0,300000.0,2010,diesel,cañete,1,16,18750.0,0,bajo,alto,general,alta depreciacion
kia,Grand Carnival,7350000.0,270000.0,2008,diesel,las condes,1,18,15000.0,0,bajo,alto,general,alta depreciacion
mitsubishi,L-200,10890000.0,187000.0,2014,diesel,ñuñoa,1,12,15583.333333333334,0,medio,alto,general,alta depreciacion
mitsubishi,L-300,4000000.0,287232.0,1991,diesel,iquique,1,35,8206.628571428571,0,bajo,alto,general,alta depreciacion
mitsubishi,Montero,10900000.0,297000.0,2008,diesel,la florida,1,18,16500.0,0,medio,alto,general,alta depreciacion
mitsubishi,Montero,26900000.0,108000.0,2017,diesel,santiago,1,9,12000.0,0,alto,alto,general,alta depreciacion
peugeot,2008,9870000.0,111000.0,2020,diesel,concon,1,6,18500.0,0,bajo,alto,general,depreciacion media
peugeot,2008,16200000.0,61000.0,2022,diesel,santiago,1,4,15250.0,0,medio,medio,general,depreciacion media
peugeot,2008,14900000.0,76000.0,2022,diesel,valparaiso,1,4,19000.0,0,medio,medio,general,depreciacion media
peugeot,2008,17790000.0,54000.0,2023,diesel,valparaiso,1,3,18000.0,0,medio,medio,general,depreciacion media
peugeot,208,8690000.0,126203.0,2019,diesel,rancagua,1,7,18029.0,0,bajo,alto,general,alta depreciacion
peugeot,3008,14490000.0,70000.0,2020,diesel,ñuñoa,1,6,11666.666666666666,0,medio,medio,general,depreciacion media
peugeot,308,9990000.0,101800.0,2021,diesel,las condes,1,5,20360.0,0,bajo,alto,general,depreciacion media
peugeot,308,13000000.0,65000.0,2019,diesel,las condes,1,7,9285.714285714286,0,medio,medio,general,depreciacion media
peugeot,5008,17500000.0,126000.0,2019,diesel,quilpue,1,7,18000.0,0,medio,alto,general,alta depreciacion
peugeot,Landtrek,17500000.0,22900.0,2022,diesel,vitacura,1,4,5725.0,0,medio,bajo,general,depreciacion media
peugeot,Partner,4000000.0,205000.0,2012,diesel,la serena,1,14,14642.857142857143,0,bajo,alto,general,alta depreciacion
peugeot,Partner,4000000.0,200000.0,2012,diesel,providencia,1,14,14285.714285714286,0,bajo,alto,general,alta depreciacion
peugeot,Partner,7500000.0,238300.0,2018,diesel,chillan,1,8,29787.5,0,bajo,alto,general,alta depreciacion
peugeot,Partner,7000000.0,250000.0,2017,diesel,lampa,1,9,27777.777777777777,0,bajo,alto,general,alta depreciacion
ssangyong,Actyon Sports,12000000.0,62445.0,2019,diesel,viña del mar,1,7,8920.714285714286,0,medio,medio,general,depreciacion media
ssangyong,Actyon,3200000.0,180000.0,2009,diesel,quilpue,1,17,10588.235294117647,0,bajo,alto,general,alta depreciacion
ssangyong,Korando,6200000.0,243000.0,2014,diesel,melipilla,1,12,20250.0,0,bajo,alto,general,alta depreciacion
ssangyong,Korando,8300000.0,86000.0,2013,diesel,estacion central,1,13,6615.384615384615,0,bajo,medio,general,alta depreciacion
ssangyong,Musso,18690000.0,76587.0,2021,diesel,rancagua,1,5,15317.4,0,medio,medio,general,depreciacion media
ssangyong,Rexton,8390000.0,212570.0,2012,diesel,rancagua,1,14,15183.57142857143,0,bajo,alto,general,alta depreciacion
subaru,Forester,10500000.0,218000.0,2016,diesel,colina,1,10,21800.0,0,medio,alto,general,alta depreciacion
toyota,Fortuner,25990000.0,133000.0,2020,diesel,las condes,1,6,22166.666666666668,0,alto,alto,general,alta depreciacion
toyota,Hilux,13000000.0,192000.0,2018,bencina,talagante,0,8,24000.0,0,medio,alto,general,alta depreciacion
volvo,Xc60,29900000.0,40620.0,2022,bencina,cerrillos,0,4,10155.0,0,alto,medio,general,depreciacion media
mitsubishi,L200,13000000.0,40046.0,2023,diesel,cerrillos,1,3,13348.666666666666,0,medio,medio,general,baja depreciacion
peugeot,Partner,8890000.0,223583.0,2022,diesel,cerrillos,1,4,55895.75,0,bajo,alto,general,alta depreciacion
peugeot,Partner,8490000.0,205523.0,2022,diesel,cerrillos,1,4,51380.75,0,bajo,alto,general,alta depreciacion
ram,V700,7100000.0,45588.0,2023,diesel,cerrillos,1,3,15196.0,0,bajo,medio,general,baja depreciacion
volkswagen,Amarok,16500000.0,186935.0,2019,diesel,cerrillos,1,7,26705.0,0,medio,alto,general,alta depreciacion
nissan,Navara,15400000.0,71425.0,2022,diesel,cerrillos,1,4,17856.25,0,medio,medio,general,depreciacion media
nissan,Navara,21000000.0,20819.0,2020,diesel,cerrillos,1,6,3469.8333333333335,0,alto,bajo,general,depreciacion media
peugeot,Partner,8590000.0,214397.0,2022,diesel,cerrillos,1,4,53599.25,0,bajo,alto,general,alta depreciacion
peugeot,Partner,9590000.0,172668.0,2022,diesel,cerrillos,1,4,43167.0,0,bajo,alto,general,alta depreciacion
nissan,Navara,18100000.0,157257.0,2022,diesel,cerrillos,1,4,39314.25,0,medio,alto,general,alta depreciacion
ford,Ranger,18900000.0,35623.0,2022,diesel,cerrillos,1,4,8905.75,0,medio,medio,general,depreciacion media
chevrolet,D-max,11990000.0,228259.0,2020,diesel,cerrillos,1,6,38043.166666666664,0,medio,alto,general,alta depreciacion
mitsubishi,L200,12500000.0,139908.0,2022,diesel,cerrillos,1,4,34977.0,0,medio,alto,general,alta depreciacion
ram,V700 City,7900000.0,120755.0,2022,diesel,cerrillos,1,4,30188.75,0,bajo,alto,general,alta depreciacion
peugeot,Partner,8900000.0,180832.0,2022,diesel,cerrillos,1,4,45208.0,0,bajo,alto,general,alta depreciacion
peugeot,Partner,9350000.0,187754.0,2022,diesel,cerrillos,1,4,46938.5,0,bajo,alto,general,alta depreciacion
ram,V700,7290000.0,52808.0,2022,diesel,cerrillos,1,4,13202.0,0,bajo,medio,general,depreciacion media
peugeot,Partner,9900000.0,209238.0,2023,diesel,cerrillos,1,3,69746.0,0,bajo,alto,general,alta depreciacion
ram,V700 City,7290000.0,180051.0,2022,diesel,cerrillos,1,4,45012.75,0,bajo,alto,general,alta depreciacion
ram,V700 City,6990000.0,144598.0,2022,diesel,cerrillos,1,4,36149.5,0,bajo,alto,general,alta depreciacion
nissan,Navara,17290000.0,121360.0,2022,diesel,cerrillos,1,4,30340.0,0,medio,alto,general,alta depreciacion
ram,V700,7990000.0,31475.0,2023,diesel,cerrillos,1,3,10491.666666666666,0,bajo,medio,general,baja depreciacion
ram,700,8290000.0,46386.0,2022,diesel,cerrillos,1,4,11596.5,0,bajo,medio,general,depreciacion media
ram,V700,7900000.0,48823.0,2022,diesel,cerrillos,1,4,12205.75,0,bajo,medio,general,depreciacion media
ford,Ranger,12500000.0,35735.0,2023,diesel,cerrillos,1,3,11911.666666666666,0,medio,medio,general,baja depreciacion
ram,V700,8900000.0,55590.0,2023,diesel,cerrillos,1,3,18530.0,0,bajo,medio,general,depreciacion media
ram,V700,7300000.0,85297.0,2022,diesel,cerrillos,1,4,21324.25,0,bajo,medio,general,depreciacion media
peugeot,Partner,8000000.0,197522.0,2021,diesel,cerrillos,1,5,39504.4,0,bajo,alto,general,alta depreciacion
nissan,Navara,22900000.0,137364.0,2023,diesel,cerrillos,1,3,45788.0,0,alto,alto,general,alta depreciacion
peugeot,Partner,10100000.0,72050.0,2024,diesel,cerrillos,1,2,36025.0,0,medio,medio,general,depreciacion media
ram,1500,35900000.0,61959.0,2023,diesel,cerrillos,1,3,20653.0,0,premium,medio,general,depreciacion media
peugeot,Partner,9900000.0,70288.0,2023,diesel,cerrillos,1,3,23429.333333333332,0,bajo,medio,general,depreciacion media
peugeot,Partner,9390000.0,156312.0,2022,diesel,cerrillos,1,4,39078.0,0,bajo,alto,general,alta depreciacion
ram,V700,7790000.0,63124.0,2022,diesel,cerrillos,1,4,15781.0,0,bajo,medio,general,depreciacion media
peugeot,Partner,10500000.0,151720.0,2023,diesel,cerrillos,1,3,50573.333333333336,0,medio,alto,general,alta depreciacion
maxus,T60,13900000.0,80364.0,2023,diesel,cerrillos,1,3,26788.0,0,medio,medio,general,depreciacion media
ram,V700,6900000.0,36675.0,2023,diesel,cerrillos,1,3,12225.0,0,bajo,medio,general,baja depreciacion
ram,V700,7590000.0,45581.0,2022,diesel,cerrillos,1,4,11395.25,0,bajo,medio,general,depreciacion media
peugeot,Partner,11690000.0,85601.0,2023,diesel,cerrillos,1,3,28533.666666666668,0,medio,medio,general,depreciacion media
peugeot,Partner,11990000.0,78929.0,2023,diesel,cerrillos,1,3,26309.666666666668,0,medio,medio,general,depreciacion media
ford,Ranger,15000000.0,54559.0,2023,diesel,cerrillos,1,3,18186.333333333332,0,medio,medio,general,depreciacion media
peugeot,Partner,9290000.0,117002.0,2022,diesel,cerrillos,1,4,29250.5,0,bajo,alto,general,depreciacion media
peugeot,Partner,10900000.0,143631.0,2023,diesel,cerrillos,1,3,47877.0,0,medio,alto,general,alta depreciacion
nissan,Navara,22900000.0,104344.0,2022,diesel,cerrillos,1,4,26086.0,0,alto,alto,general,depreciacion media
peugeot,Partner,11490000.0,93071.0,2023,diesel,cerrillos,1,3,31023.666666666668,0,medio,medio,general,depreciacion media
bmw,330,40900000.0,41763.0,2023,bencina,cerrillos,0,3,13921.0,0,premium,medio,premium,baja depreciacion
ford,Ranger,23000000.0,163835.0,2023,diesel,cerrillos,1,3,54611.666666666664,0,alto,alto,general,alta depreciacion
peugeot,Partner,15900000.0,20270.0,2024,diesel,cerrillos,1,2,10135.0,0,medio,bajo,general,baja depreciacion
nissan,Navara,18900000.0,73803.0,2022,diesel,cerrillos,1,4,18450.75,0,medio,medio,general,depreciacion media
peugeot,Partner,11900000.0,62168.0,2023,diesel,cerrillos,1,3,20722.666666666668,0,medio,medio,general,depreciacion media
nissan,Navara,21990000.0,113187.0,2022,diesel,cerrillos,1,4,28296.75,0,alto,alto,general,depreciacion media
peugeot,Landtrek,17900000.0,24144.0,2024,diesel,cerrillos,1,2,12072.0,0,medio,bajo,general,baja depreciacion
peugeot,Partner,11890000.0,67991.0,2023,diesel,cerrillos,1,3,22663.666666666668,0,medio,medio,general,depreciacion media
ram,V700,6900000.0,65130.0,2023,diesel,cerrillos,1,3,21710.0,0,bajo,medio,general,depreciacion media
volkswagen,Amarok,17990000.0,132981.0,2020,diesel,cerrillos,1,6,22163.5,0,medio,alto,general,alta depreciacion
peugeot,3008,6790000.0,124399.0,2013,diesel,santiago,1,13,9569.153846153846,0,bajo,alto,general,alta depreciacion
hyundai,Elantra,8790000.0,94700.0,2015,bencina,santiago,0,11,8609.09090909091,0,bajo,medio,general,alta depreciacion
suzuki,Grand Nomade,6790000.0,138000.0,2015,bencina,santiago,0,11,12545.454545454546,0,bajo,alto,general,alta depreciacion
volkswagen,Golf,10990000.0,56417.0,2016,bencina,santiago,0,10,5641.7,0,medio,medio,general,alta depreciacion
audi,A4,12500000.0,73000.0,2016,bencina,santiago,0,10,7300.0,0,medio,medio,premium,alta depreciacion
kia,Sportage,9790000.0,117380.0,2016,bencina,santiago,0,10,11738.0,0,bajo,alto,general,alta depreciacion
volvo,V60,13900000.0,113152.0,2016,bencina,santiago,0,10,11315.2,0,medio,alto,general,alta depreciacion
mini,Cooper,11490000.0,67000.0,2016,bencina,santiago,0,10,6700.0,0,medio,medio,general,alta depreciacion
nissan,X-trail,8890000.0,140000.0,2016,bencina,santiago,0,10,14000.0,0,bajo,alto,general,alta depreciacion
mercedes,Benz Cla180,16990000.0,75700.0,2016,bencina,santiago,0,10,7570.0,0,medio,medio,premium,alta depreciacion
suzuki,Swift,8790000.0,106345.0,2016,bencina,santiago,0,10,10634.5,0,bajo,alto,general,alta depreciacion
hyundai,Santa Fe,12990000.0,125611.0,2016,bencina,santiago,0,10,12561.1,0,medio,alto,general,alta depreciacion
chevrolet,Captiva,8990000.0,112390.0,2017,diesel,santiago,1,9,12487.777777777777,0,bajo,alto,general,alta depreciacion
volvo,V60,14300000.0,84948.0,2017,bencina,santiago,0,9,9438.666666666666,0,medio,medio,general,alta depreciacion
nissan,Qashqai,8390000.0,144000.0,2017,bencina,santiago,0,9,16000.0,0,bajo,alto,general,alta depreciacion
kia,Soul,7890000.0,95311.0,2016,bencina,santiago,0,10,9531.1,0,bajo,medio,general,alta depreciacion
volkswagen,Saveiro,6790000.0,90240.0,2017,bencina,santiago,0,9,10026.666666666666,0,bajo,medio,general,alta depreciacion
nissan,Juke,8990000.0,110305.0,2017,bencina,santiago,0,9,12256.111111111111,0,bajo,alto,general,alta depreciacion
mazda,Cx-5,15190000.0,43686.0,2017,bencina,santiago,0,9,4854.0,0,medio,medio,general,alta depreciacion
nissan,Versa,7490000.0,57300.0,2017,bencina,santiago,0,9,6366.666666666667,0,bajo,medio,general,alta depreciacion
mazda,Cx-3,10990000.0,107885.0,2017,bencina,santiago,0,9,11987.222222222223,0,medio,alto,general,alta depreciacion
toyota,Rav4,11490000.0,114752.0,2017,bencina,santiago,0,9,12750.222222222223,0,medio,alto,general,alta depreciacion
