precio,kilometraje,anio,combustible_limpio,marca_limpia,modelo_limpio,cat_combustible,cat_marca,cat_modelo,features,scaledFeatures,prediction
9590000.0,172668.0,2022,diesel,peugeot,partner,1,2,3,"[9590000.0,172668.0,2022.0,2.0,3.0]","[0.9618622745533632,3.45774548834112,569.3557498643888,0.16633714808737843,0.013433171122465289]",1
7100000.0,45588.0,2023,diesel,ram,v700,1,20,23,"[7100000.0,45588.0,2023.0,20.0,23.0]","[0.7121190979487881,0.9129178615753643,569.6373303539359,1.6633714808737843,0.10298764527223388]",3
18100000.0,157257.0,2022,diesel,nissan,navara,1,4,5,"[18100000.0,157257.0,2022.0,4.0,5.0]","[1.8154022074469107,3.1491340738298907,569.3557498643888,0.33267429617475686,0.022388618537442145]",1
13000000.0,40046.0,2023,diesel,mitsubishi,l200,1,13,52,"[13000000.0,40046.0,2023.0,13.0,52.0]","[1.3038800384977811,0.8019371037256962,569.6373303539359,1.0811914625679597,0.23284163278939832]",3
8490000.0,205523.0,2022,diesel,peugeot,partner,1,2,3,"[8490000.0,205523.0,2022.0,2.0,3.0]","[0.8515339636035509,4.115679952280284,569.3557498643888,0.16633714808737843,0.013433171122465289]",1
12500000.0,139908.0,2022,diesel,mitsubishi,l200,1,13,52,"[12500000.0,139908.0,2022.0,13.0,52.0]","[1.2537308062478665,2.8017134372485315,569.3557498643888,1.0811914625679597,0.23284163278939832]",1
7900000.0,120755.0,2022,diesel,ram,v700 city,1,20,156,"[7900000.0,120755.0,2022.0,20.0,156.0]","[0.7923578695486516,2.418166981980633,569.3557498643888,1.6633714808737843,0.698524898368195]",1
6990000.0,144598.0,2022,diesel,ram,v700 city,1,20,156,"[6990000.0,144598.0,2022.0,20.0,156.0]","[0.7010862668538069,2.89563255567418,569.3557498643888,1.6633714808737843,0.698524898368195]",1
9900000.0,209238.0,2023,diesel,peugeot,partner,1,2,3,"[9900000.0,209238.0,2023.0,2.0,3.0]","[0.9929547985483103,4.1900743072805575,569.6373303539359,0.16633714808737843,0.013433171122465289]",1
11990000.0,228259.0,2020,diesel,chevrolet,d-max,1,0,177,"[11990000.0,228259.0,2020.0,0.0,177.0]","[1.2025785893529535,4.570977409961636,568.7925888852944,0.0,0.792557096225452]",1
7290000.0,180051.0,2022,diesel,ram,v700 city,1,20,156,"[7290000.0,180051.0,2022.0,20.0,156.0]","[0.7311758062037557,3.605593004617573,569.3557498643888,1.6633714808737843,0.698524898368195]",1
8900000.0,180832.0,2022,diesel,peugeot,partner,1,2,3,"[8900000.0,180832.0,2022.0,2.0,3.0]","[0.8926563340484809,3.6212328407562575,569.3557498643888,0.16633714808737843,0.013433171122465289]",1
18900000.0,35623.0,2022,diesel,ford,ranger,1,1,6,"[18900000.0,35623.0,2022.0,1.0,6.0]","[1.895640979046774,0.7133647666688426,569.3557498643888,0.08316857404368921,0.026866342244930577]",3
9350000.0,187754.0,2022,diesel,peugeot,partner,1,2,3,"[9350000.0,187754.0,2022.0,2.0,3.0]","[0.9377906430734041,3.759848648377225,569.3557498643888,0.16633714808737843,0.013433171122465289]",1
7290000.0,52808.0,2022,diesel,ram,v700,1,20,23,"[7290000.0,52808.0,2022.0,20.0,23.0]","[0.7311758062037557,1.0575012379150617,569.3557498643888,1.6633714808737843,0.10298764527223388]",3
7300000.0,85297.0,2022,diesel,ram,v700,1,20,23,"[7300000.0,85297.0,2022.0,20.0,23.0]","[0.732178790848754,1.7081064060453155,569.3557498643888,1.6633714808737843,0.10298764527223388]",3
12500000.0,35735.0,2023,diesel,ford,ranger,1,1,6,"[12500000.0,35735.0,2023.0,1.0,6.0]","[1.2537308062478665,0.7156076112879626,569.6373303539359,0.08316857404368921,0.026866342244930577]",3
7990000.0,31475.0,2023,diesel,ram,v700,1,20,23,"[7990000.0,31475.0,2023.0,20.0,23.0]","[0.8013847313536362,0.6302994141678641,569.6373303539359,1.6633714808737843,0.10298764527223388]",3
8900000.0,55590.0,2023,diesel,ram,v700,1,20,23,"[8900000.0,55590.0,2023.0,20.0,23.0]","[0.8926563340484809,1.1132118962221307,569.6373303539359,1.6633714808737843,0.10298764527223388]",3
22900000.0,137364.0,2023,diesel,nissan,navara,1,4,5,"[22900000.0,137364.0,2023.0,4.0,5.0]","[2.296834837046091,2.7507688237570926,569.6373303539359,0.33267429617475686,0.022388618537442145]",3
8290000.0,46386.0,2022,diesel,ram,700,1,20,117,"[8290000.0,46386.0,2022.0,20.0,117.0]","[0.831474270703585,0.9288981294865939,569.3557498643888,1.6633714808737843,0.5238936737761463]",3
7900000.0,48823.0,2022,diesel,ram,v700,1,20,23,"[7900000.0,48823.0,2022.0,20.0,23.0]","[0.7923578695486516,0.9777000253508381,569.3557498643888,1.6633714808737843,0.10298764527223388]",3
8000000.0,197522.0,2021,diesel,peugeot,partner,1,2,3,"[8000000.0,197522.0,2021.0,2.0,3.0]","[0.8023877159986346,3.9554567398019014,569.0741693748416,0.16633714808737843,0.013433171122465289]",1
17290000.0,121360.0,2022,diesel,nissan,navara,1,4,5,"[17290000.0,121360.0,2022.0,4.0,5.0]","[1.734160451202049,2.430282348003558,569.3557498643888,0.33267429617475686,0.022388618537442145]",3
10100000.0,72050.0,2024,diesel,peugeot,partner,1,2,3,"[10100000.0,72050.0,2024.0,2.0,3.0]","[1.0130144914482762,1.442829953639225,569.9189108434831,0.16633714808737843,0.013433171122465289]",3
35900000.0,61959.0,2023,diesel,ram,1500,1,20,96,"[35900000.0,61959.0,2023.0,20.0,96.0]","[3.6007148755438725,1.2407536585361936,569.6373303539359,1.6633714808737843,0.42986147591888924]",2
9390000.0,156312.0,2022,diesel,peugeot,partner,1,2,3,"[9390000.0,156312.0,2022.0,2.0,3.0]","[0.9418025816533973,3.130210072356066,569.3557498643888,0.16633714808737843,0.013433171122465289]",1
9900000.0,70288.0,2023,diesel,peugeot,partner,1,2,3,"[9900000.0,70288.0,2023.0,2.0,3.0]","[0.9929547985483103,1.4075452016848558,569.6373303539359,0.16633714808737843,0.013433171122465289]",3
13900000.0,80364.0,2023,diesel,maxus,t60,1,25,20,"[13900000.0,80364.0,2023.0,25.0,20.0]","[1.3941486565476275,1.6093211158121121,569.6373303539359,2.0792143510922303,0.08955447414976858]",3
11690000.0,85601.0,2023,diesel,peugeot,partner,1,2,3,"[11690000.0,85601.0,2023.0,2.0,3.0]","[1.1724890500030047,1.7141941271543553,569.6373303539359,0.16633714808737843,0.013433171122465289]",3
15000000.0,54559.0,2023,diesel,ford,ranger,1,1,6,"[15000000.0,54559.0,2023.0,1.0,6.0]","[1.5044769674974396,1.0925657104871962,569.6373303539359,0.08316857404368921,0.026866342244930577]",3
10900000.0,143631.0,2023,diesel,peugeot,partner,1,2,3,"[10900000.0,143631.0,2023.0,2.0,3.0]","[1.0932532630481395,2.876267995435885,569.6373303539359,0.16633714808737843,0.013433171122465289]",3
9290000.0,117002.0,2022,diesel,peugeot,partner,1,2,3,"[9290000.0,117002.0,2022.0,2.0,3.0]","[0.9317727352034143,2.3430116618417296,569.3557498643888,0.16633714808737843,0.013433171122465289]",3
11990000.0,78929.0,2023,diesel,peugeot,partner,1,2,3,"[11990000.0,78929.0,2023.0,2.0,3.0]","[1.2025785893529535,1.5805846691296377,569.6373303539359,0.16633714808737843,0.013433171122465289]",3
7790000.0,63124.0,2022,diesel,ram,v700,1,20,23,"[7790000.0,63124.0,2022.0,20.0,23.0]","[0.7813250384536704,1.2640832476547181,569.3557498643888,1.6633714808737843,0.10298764527223388]",3
10500000.0,151720.0,2023,diesel,peugeot,partner,1,2,3,"[10500000.0,151720.0,2023.0,2.0,3.0]","[1.0531338772482077,3.0382534429721475,569.6373303539359,0.16633714808737843,0.013433171122465289]",3
6900000.0,36675.0,2023,diesel,ram,v700,1,20,23,"[6900000.0,36675.0,2023.0,20.0,23.0]","[0.6920594050488222,0.7344314857698623,569.6373303539359,1.6633714808737843,0.10298764527223388]",3
7590000.0,45581.0,2022,diesel,ram,v700,1,20,23,"[7590000.0,45581.0,2022.0,20.0,23.0]","[0.7612653455537045,0.9127776837866692,569.3557498643888,1.6633714808737843,0.10298764527223388]",3
40900000.0,41763.0,2023,bencina,bmw,330,0,12,268,"[40900000.0,41763.0,2023.0,12.0,268.0]","[4.102207198043019,0.8363207127527406,569.6373303539359,0.9980228885242706,1.200029953606899]",2
11490000.0,93071.0,2023,diesel,peugeot,partner,1,2,3,"[11490000.0,93071.0,2023.0,2.0,3.0]","[1.1524293571030388,1.8637838530903028,569.6373303539359,0.16633714808737843,0.013433171122465289]",3
22900000.0,104344.0,2022,diesel,nissan,navara,1,4,5,"[22900000.0,104344.0,2022.0,4.0,5.0]","[2.296834837046091,2.0895301690844037,569.3557498643888,0.33267429617475686,0.022388618537442145]",3
15900000.0,20270.0,2024,diesel,peugeot,partner,1,2,3,"[15900000.0,20270.0,2024.0,2.0,3.0]","[1.594745585547286,0.40591482526394296,569.9189108434831,0.16633714808737843,0.013433171122465289]",3
23000000.0,163835.0,2023,diesel,ford,ranger,1,1,6,"[23000000.0,163835.0,2023.0,1.0,6.0]","[2.3068646834960744,3.280861144406418,569.6373303539359,0.08316857404368921,0.026866342244930577]",1
18900000.0,73803.0,2022,diesel,nissan,navara,1,4,5,"[18900000.0,73803.0,2022.0,4.0,5.0]","[1.895640979046774,1.4779344770081295,569.3557498643888,0.33267429617475686,0.022388618537442145]",3
11900000.0,62168.0,2023,diesel,peugeot,partner,1,2,3,"[11900000.0,62168.0,2023.0,2.0,3.0]","[1.1935517275479688,1.2449389667986586,569.6373303539359,0.16633714808737843,0.013433171122465289]",3
21990000.0,113187.0,2022,diesel,nissan,navara,1,4,5,"[21990000.0,113187.0,2022.0,4.0,5.0]","[2.2055632343512466,2.266614767002956,569.3557498643888,0.33267429617475686,0.022388618537442145]",3
17900000.0,24144.0,2024,diesel,peugeot,landtrek,1,2,15,"[17900000.0,24144.0,2024.0,2.0,15.0]","[1.7953425145469448,0.48349321860743166,569.9189108434831,0.16633714808737843,0.06716585561232644]",3
6900000.0,65130.0,2023,diesel,ram,v700,1,20,23,"[6900000.0,65130.0,2023.0,20.0,23.0]","[0.6920594050488222,1.3042541968150274,569.6373303539359,1.6633714808737843,0.10298764527223388]",3
11890000.0,67991.0,2023,diesel,peugeot,partner,1,2,3,"[11890000.0,67991.0,2023.0,2.0,3.0]","[1.1925487429029706,1.3615468615945114,569.6373303539359,0.16633714808737843,0.013433171122465289]",3
17990000.0,132981.0,2020,diesel,volkswagen,amarok,1,7,28,"[17990000.0,132981.0,2020.0,7.0,28.0]","[1.8043693763519295,2.6629975026356387,568.7925888852944,0.5821800183058246,0.125376263809676]",1
6790000.0,138000.0,2015,bencina,suzuki,grand nomade,0,17,188,"[6790000.0,138000.0,2015.0,17.0,188.0]","[0.681026573953841,2.7635049771299522,567.3846864375586,1.4138657587427166,0.8418120570078247]",1
6790000.0,124399.0,2013,diesel,peugeot,3008,1,2,8,"[6790000.0,124399.0,2013.0,2.0,8.0]","[0.681026573953841,2.4911395336955717,566.8215254584642,0.16633714808737843,0.035821789659907434]",1
8790000.0,94700.0,2015,bencina,hyundai,elantra,0,5,420,"[8790000.0,94700.0,2015.0,5.0,420.0]","[0.8816235029534997,1.8964052270594671,567.3846864375586,0.41584287021844607,1.8806439571451403]",1
10990000.0,56417.0,2016,bencina,volkswagen,golf,0,7,87,"[10990000.0,56417.0,2016.0,7.0,87.0]","[1.1022801248531242,1.1297729006865254,567.6662669271058,0.5821800183058246,0.38956196255149333]",1
12500000.0,73000.0,2016,bencina,audi,a4,0,14,118,"[12500000.0,73000.0,2016.0,14.0,118.0]","[1.2537308062478665,1.4618540821049748,567.6662669271058,1.164360036611649,0.5283713974836346]",1
9790000.0,117380.0,2016,bencina,kia,sportage,0,9,37,"[9790000.0,117380.0,2016.0,9.0,37.0]","[0.981921967453329,2.3505812624312594,567.6662669271058,0.7485171663932029,0.16567577717707188]",1
8990000.0,112390.0,2017,diesel,chevrolet,captiva,1,0,34,"[8990000.0,112390.0,2017.0,0.0,34.0]","[0.9016831958534656,2.2506545244901113,567.9478474166528,0.0,0.1522426060546066]",1
13900000.0,113152.0,2016,bencina,volvo,v60,0,30,230,"[13900000.0,113152.0,2016.0,30.0,230.0]","[1.3941486565476275,2.265913878059481,567.6662669271058,2.4950572213106765,1.0298764527223387]",1
14300000.0,84948.0,2017,bencina,volvo,v60,0,30,230,"[14300000.0,84948.0,2017.0,30.0,230.0]","[1.4342680423475591,1.7011175420089506,567.9478474166528,2.4950572213106765,1.0298764527223387]",0
8890000.0,140000.0,2016,bencina,nissan,x-trail,0,4,12,"[8890000.0,140000.0,2016.0,4.0,12.0]","[0.8916533494034826,2.8035557738999515,567.6662669271058,0.33267429617475686,0.053732684489861154]",1
8790000.0,106345.0,2016,bencina,suzuki,swift,0,17,76,"[8790000.0,106345.0,2016.0,17.0,76.0]","[0.8816235029534997,2.1296009912527882,567.6662669271058,1.4138657587427166,0.3403070017691206]",1
12990000.0,125611.0,2016,bencina,hyundai,santa fe,0,5,31,"[12990000.0,125611.0,2016.0,5.0,31.0]","[1.3028770538527827,2.5154103165381914,567.6662669271058,0.41584287021844607,0.13880943493214132]",1
16990000.0,75700.0,2016,bencina,mercedes,benz cla180,0,24,324,"[16990000.0,75700.0,2016.0,24.0,324.0]","[1.7040709118521,1.5159226577444738,567.6662669271058,1.9960457770485411,1.450782481226251]",0
11490000.0,67000.0,2016,bencina,mini,cooper,0,41,367,"[11490000.0,67000.0,2016.0,41.0,367.0]","[1.1524293571030388,1.341701691794977,567.6662669271058,3.4099115357912577,1.6433246006482536]",0
8990000.0,110305.0,2017,bencina,nissan,juke,0,4,489,"[8990000.0,110305.0,2017.0,4.0,489.0]","[0.9016831958534656,2.208901568857387,567.9478474166528,0.33267429617475686,2.1896068929618417]",1
7890000.0,95311.0,2016,bencina,kia,soul,0,9,217,"[7890000.0,95311.0,2016.0,9.0,217.0]","[0.7913548849036534,1.908640745472702,567.6662669271058,0.7485171663932029,0.9716660445249892]",1
8390000.0,144000.0,2017,bencina,nissan,qashqai,0,4,92,"[8390000.0,144000.0,2017.0,4.0,92.0]","[0.841504117153568,2.88365736743995,567.9478474166528,0.33267429617475686,0.4119505810889355]",1
6790000.0,90240.0,2017,bencina,volkswagen,saveiro,0,7,151,"[6790000.0,90240.0,2017.0,7.0,151.0]","[0.681026573953841,1.8070919502623688,567.9478474166528,0.5821800183058246,0.6761362798307529]",1
15190000.0,43686.0,2017,bencina,mazda,cx-5,0,10,57,"[15190000.0,43686.0,2017.0,10.0,57.0]","[1.5235336757524074,0.8748295538470948,567.9478474166528,0.8316857404368921,0.25523025132684046]",3
8790000.0,124000.0,2017,bencina,jeep,renegade,0,18,93,"[8790000.0,124000.0,2017.0,18.0,93.0]","[0.8816235029534997,2.483149399739957,567.9478474166528,1.4970343327864057,0.4164283047964239]",1
7190000.0,118796.0,2017,diesel,peugeot,301,1,2,97,"[7190000.0,118796.0,2017.0,2.0,97.0]","[0.7211459597537728,2.378937226544419,567.9478474166528,0.16633714808737843,0.4343391996263776]",1
7490000.0,57300.0,2017,bencina,nissan,versa,0,4,24,"[7490000.0,57300.0,2017.0,4.0,24.0]","[0.7512354991037216,1.1474553274604802,567.9478474166528,0.33267429617475686,0.10746536897972231]",3
10990000.0,107885.0,2017,bencina,mazda,cx-3,0,10,104,"[10990000.0,107885.0,2017.0,10.0,104.0]","[1.1022801248531242,2.1604401047656876,567.9478474166528,0.8316857404368921,0.46568326557879663]",1
16590000.0,67948.0,2017,bencina,mitsubishi,montero sport,0,13,203,"[16590000.0,67948.0,2017.0,13.0,203.0]","[1.6639515260521685,1.3606857694639565,567.9478474166528,1.0811914625679597,0.9089779126201512]",1
11490000.0,114752.0,2017,bencina,toyota,rav4,0,3,0,"[11490000.0,114752.0,2017.0,3.0,0.0]","[1.1524293571030388,2.2979545154754804,567.9478474166528,0.24950572213106764,0.0]",1
19290000.0,185185.0,2017,bencina,toyota,4runner,0,3,41,"[19290000.0,185185.0,2017.0,3.0,41.0]","[1.9347573802017075,3.7084033999261607,567.9478474166528,0.24950572213106764,0.1835866720070256]",1
5690000.0,75504.0,2017,bencina,jac,s5,0,35,634,"[5690000.0,75504.0,2017.0,35.0,634.0]","[0.5706982630040288,1.511997679661014,567.9478474166528,2.9109000915291223,2.838876830547664]",0
10090000.0,113064.0,2017,bencina,peugeot,3008,0,2,8,"[10090000.0,113064.0,2017.0,2.0,8.0]","[1.0120115068032778,2.264151643001601,567.9478474166528,0.16633714808737843,0.035821789659907434]",1
7990000.0,134501.0,2017,diesel,peugeot,301,1,2,97,"[7990000.0,134501.0,2017.0,2.0,97.0]","[0.8013847313536362,2.6934361081808382,567.9478474166528,0.16633714808737843,0.4343391996263776]",1
22990000.0,144465.0,2017,bencina,toyota,4runner,0,3,41,"[22990000.0,144465.0,2017.0,3.0,41.0]","[2.305861698851076,2.892969177688975,567.9478474166528,0.24950572213106764,0.1835866720070256]",1
12490000.0,149000.0,2017,bencina,kia,sorento,0,9,94,"[12490000.0,149000.0,2017.0,9.0,94.0]","[1.252727821602868,2.9837843593649485,567.9478474166528,0.7485171663932029,0.42090602850391234]",1
11990000.0,98000.0,2018,bencina,ford,edge,0,1,58,"[11990000.0,98000.0,2018.0,1.0,58.0]","[1.2025785893529535,1.962489041729966,568.2294279062,0.08316857404368921,0.2597079750343289]",1
13890000.0,57533.0,2018,bencina,ford,edge,0,1,58,"[13890000.0,57533.0,2018.0,1.0,58.0]","[1.3931456719026292,1.1521212452841851,568.2294279062,0.08316857404368921,0.2597079750343289]",3
14190000.0,99545.0,2018,bencina,jeep,cherokee,0,18,171,"[14190000.0,99545.0,2018.0,18.0,171.0]","[1.423235211252578,1.9934282822347906,568.2294279062,1.4970343327864057,0.7656907539805214]",1
15490000.0,101861.0,2018,bencina,ford,explorer,0,1,9,"[15490000.0,101861.0,2018.0,1.0,9.0]","[1.5536232151023561,2.0398071048944497,568.2294279062,0.08316857404368921,0.040299513367395866]",1
10290000.0,77001.0,2018,bencina,ford,ecosport,0,1,29,"[10290000.0,77001.0,2018.0,1.0,29.0]","[1.0320711997032437,1.5419757010433583,568.2294279062,0.08316857404368921,0.12985398751716445]",3
12990000.0,115635.0,2018,diesel,peugeot,3008,1,2,8,"[12990000.0,115635.0,2018.0,2.0,8.0]","[1.3028770538527827,2.315636942249435,568.2294279062,0.16633714808737843,0.035821789659907434]",1
11690000.0,95594.0,2018,bencina,jeep,compass,0,18,81,"[11690000.0,95594.0,2018.0,18.0,81.0]","[1.1724890500030047,1.914307933215657,568.2294279062,1.4970343327864057,0.36269562030656277]",1
6690000.0,94408.0,2018,bencina,dongfeng,ax7,0,48,316,"[6690000.0,94408.0,2018.0,48.0,316.0]","[0.6709967275038581,1.8905578107310472,568.2294279062,3.9920915540970823,1.4149606915663437]",0
6390000.0,76507.0,2018,bencina,chevrolet,spin,0,0,218,"[6390000.0,76507.0,2018.0,0.0,218.0]","[0.6409071881539093,1.5320831542411686,568.2294279062,0.0,0.9761437682324776]",1
7490000.0,94100.0,2018,bencina,ford,ecosport,0,1,29,"[7490000.0,94100.0,2018.0,1.0,29.0]","[0.7512354991037216,1.8843899880284674,568.2294279062,0.08316857404368921,0.12985398751716445]",1
25390000.0,94000.0,2018,bencina,ford,f-150,0,1,4,"[25390000.0,94000.0,2018.0,1.0,4.0]","[2.546578013650666,1.8823874481899674,568.2294279062,0.08316857404368921,0.017910894829953717]",1
11690000.0,107000.0,2018,bencina,volkswagen,golf,0,7,87,"[11690000.0,107000.0,2018.0,7.0,87.0]","[1.1724890500030047,2.142717627194963,568.2294279062,0.5821800183058246,0.38956196255149333]",1
11690000.0,98212.0,2018,bencina,toyota,corolla,0,3,125,"[11690000.0,98212.0,2018.0,3.0,125.0]","[1.1724890500030047,1.966734426187586,568.2294279062,0.24950572213106764,0.5597154634360536]",1
8990000.0,94500.0,2018,bencina,suzuki,baleno,0,17,69,"[8990000.0,94500.0,2018.0,17.0,69.0]","[0.9016831958534656,1.8924001473824672,568.2294279062,1.4138657587427166,0.30896293581670164]",1
12390000.0,103000.0,2018,bencina,volkswagen,tiguan,0,7,66,"[12390000.0,103000.0,2018.0,7.0,66.0]","[1.2426979751528853,2.0626160336549644,568.2294279062,0.5821800183058246,0.2955297646942363]",1
17900000.0,176742.0,2018,bencina,lexus,nx300,0,36,552,"[17900000.0,176742.0,2018.0,36.0,552.0]","[1.7953425145469448,3.539328961361609,568.2294279062,2.9940686655728115,2.471703486533613]",0
9990000.0,108001.0,2018,bencina,kia,cerato,0,9,170,"[9990000.0,108001.0,2018.0,9.0,170.0]","[1.001981660353295,2.1627630509783478,568.2294279062,0.7485171663932029,0.761213030273033]",1
9690000.0,110197.0,2018,bencina,hyundai,creta,0,5,51,"[9690000.0,110197.0,2018.0,5.0,51.0]","[0.9718921210033461,2.206738825831807,568.2294279062,0.41584287021844607,0.2283639090819099]",1
8990000.0,70500.0,2018,bencina,jeep,renegade,0,18,93,"[8990000.0,70500.0,2018.0,18.0,93.0]","[0.9016831958534656,1.4117905861424755,568.2294279062,1.4970343327864057,0.4164283047964239]",1
14590000.0,105896.0,2018,diesel,volkswagen,tiguan,1,7,66,"[14590000.0,105896.0,2018.0,7.0,66.0]","[1.4633545970525097,2.120609587377923,568.2294279062,0.5821800183058246,0.2955297646942363]",1
10690000.0,100182.0,2018,bencina,nissan,x-trail,0,4,12,"[10690000.0,100182.0,2018.0,4.0,12.0]","[1.0721905855031755,2.0061844610060353,568.2294279062,0.33267429617475686,0.053732684489861154]",1
8390000.0,129000.0,2019,bencina,ford,ecosport,0,1,29,"[8390000.0,129000.0,2019.0,1.0,29.0]","[0.841504117153568,2.5832763916649553,568.5110083957472,0.08316857404368921,0.12985398751716445]",1
6190000.0,85693.0,2018,bencina,nissan,march,0,4,517,"[6190000.0,85693.0,2018.0,4.0,517.0]","[0.6208474952539434,1.7160364638057752,568.2294279062,0.33267429617475686,2.314983156771518]",1
7790000.0,105106.0,2019,bencina,ford,ecosport,0,1,29,"[7790000.0,105106.0,2019.0,1.0,29.0]","[0.7813250384536704,2.1047895226537734,568.5110083957472,0.08316857404368921,0.12985398751716445]",1
19490000.0,73692.0,2019,bencina,jeep,grand cherokee,0,18,46,"[19490000.0,73692.0,2019.0,18.0,46.0]","[1.9548170731016734,1.4757116577873945,568.5110083957472,1.4970343327864057,0.20597529054446775]",3
7690000.0,81315.0,2018,bencina,chery,tiggo 4,0,6,691,"[7690000.0,81315.0,2018.0,6.0,691.0]","[0.7712951920036875,1.6283652696762467,568.2294279062,0.4990114442621353,3.0941070818745047]",0
10590000.0,73800.0,2019,bencina,jeep,compass,0,18,81,"[10590000.0,73800.0,2019.0,18.0,81.0]","[1.0621607390531924,1.4778744008129745,568.5110083957472,1.4970343327864057,0.36269562030656277]",3
15990000.0,85950.0,2019,bencina,jeep,grand cherokee,0,18,46,"[15990000.0,85950.0,2019.0,18.0,46.0]","[1.6037724473522708,1.7211829911907202,568.5110083957472,1.4970343327864057,0.20597529054446775]",3
8990000.0,83402.0,2019,bencina,mg,rx5,0,8,62,"[8990000.0,83402.0,2019.0,8.0,62.0]","[0.9016831958534656,1.6701582761057412,568.5110083957472,0.6653485923495137,0.27761886986428264]",3
13990000.0,145488.0,2019,bencina,toyota,rav4,0,3,0,"[13990000.0,145488.0,2019.0,3.0,0.0]","[1.4031755183526122,2.9134551602368295,568.5110083957472,0.24950572213106764,0.0]",1
7990000.0,111636.0,2019,bencina,nissan,versa,0,4,24,"[7990000.0,111636.0,2019.0,4.0,24.0]","[0.8013847313536362,2.2355553741078213,568.5110083957472,0.33267429617475686,0.10746536897972231]",1
9490000.0,42695.0,2019,bencina,kia,rio 5,0,9,613,"[9490000.0,42695.0,2019.0,9.0,613.0]","[0.9518324281033802,0.8549843840475602,568.5110083957472,0.7485171663932029,2.7448446326904072]",0
9590000.0,85929.0,2019,diesel,ssangyong,korando,1,26,135,"[9590000.0,85929.0,2019.0,26.0,135.0]","[0.9618622745533632,1.7207624578246352,568.5110083957472,2.1623829251359195,0.604492700510938]",0
18990000.0,56857.0,2019,bencina,dodge,durango,0,31,180,"[18990000.0,56857.0,2019.0,31.0,180.0]","[1.9046678408517588,1.1385840759759254,568.5110083957472,2.5782257953543657,0.8059902673479172]",0
18890000.0,59395.0,2019,bencina,audi,q2,0,14,145,"[18890000.0,59395.0,2019.0,14.0,145.0]","[1.8946379944017757,1.1894085370770544,568.5110083957472,1.164360036611649,0.6492699375858222]",3
21390000.0,61050.0,2019,bencina,toyota,fortuner,0,3,59,"[21390000.0,61050.0,2019.0,3.0,59.0]","[2.145384155651349,1.2225505714042288,568.5110083957472,0.24950572213106764,0.2641856987418173]",3
17990000.0,106950.0,2019,bencina,bmw,x1,0,12,760,"[17990000.0,106950.0,2019.0,12.0,760.0]","[1.8043693763519295,2.1417163572757127,568.5110083957472,0.9980228885242706,3.4030700176912063]",0
21900000.0,70898.0,2019,bencina,jaguar,e-pace,0,49,408,"[21900000.0,70898.0,2019.0,49.0,408.0]","[2.196536372546262,1.4197606946997055,568.5110083957472,4.075260128140772,1.8269112726552792]",0
10390000.0,80775.0,2019,bencina,nissan,kicks,0,4,30,"[10390000.0,80775.0,2019.0,4.0,30.0]","[1.0421010461532265,1.617551554548347,568.5110083957472,0.33267429617475686,0.13433171122465287]",3
9690000.0,98789.0,2019,bencina,ssangyong,tivoli,0,26,225,"[9690000.0,98789.0,2019.0,26.0,225.0]","[0.9718921210033461,1.9782890810557308,568.5110083957472,2.1623829251359195,1.0074878341848965]",0
8790000.0,89262.0,2019,bencina,ford,ecosport,0,1,29,"[8790000.0,89262.0,2019.0,1.0,29.0]","[0.8816235029534997,1.787507110641839,568.5110083957472,0.08316857404368921,0.12985398751716445]",3
14990000.0,103853.0,2019,bencina,volkswagen,tiguan,0,7,66,"[14990000.0,103853.0,2019.0,7.0,66.0]","[1.5034739828524415,2.079697698477369,568.5110083957472,0.5821800183058246,0.2955297646942363]",1
19190000.0,86309.0,2019,bencina,ford,explorer,0,1,9,"[19190000.0,86309.0,2019.0,1.0,9.0]","[1.9247275337517247,1.7283721092109352,568.5110083957472,0.08316857404368921,0.040299513367395866]",3
15990000.0,80568.0,2019,bencina,mazda,cx-5,0,10,57,"[15990000.0,80568.0,2019.0,10.0,57.0]","[1.6037724473522708,1.6134062970826522,568.5110083957472,0.8316857404368921,0.25523025132684046]",3
10490000.0,103939.0,2019,bencina,nissan,kicks,0,4,30,"[10490000.0,103939.0,2019.0,4.0,30.0]","[1.0521308926032096,2.081419882738479,568.5110083957472,0.33267429617475686,0.13433171122465287]",1
7990000.0,128997.0,2019,bencina,nissan,versa,0,4,24,"[7990000.0,128997.0,2019.0,4.0,24.0]","[0.8013847313536362,2.5832163154698002,568.5110083957472,0.33267429617475686,0.10746536897972231]",1
35990000.0,99000.0,2019,bencina,toyota,land cruiser,0,3,504,"[35990000.0,99000.0,2019.0,3.0,504.0]","[3.609741737348857,1.9825144401149657,568.5110083957472,0.24950572213106764,2.256772748574168]",2
7990000.0,75000.0,2019,bencina,haval,h2,0,21,191,"[7990000.0,75000.0,2019.0,21.0,191.0]","[0.8013847313536362,1.501904878874974,568.5110083957472,1.7465400549174734,0.85524522813029]",0
21490000.0,74597.0,2019,bencina,dodge,1500,0,31,96,"[21490000.0,74597.0,2019.0,31.0,96.0]","[2.155414002101332,1.4938346433258192,568.5110083957472,2.5782257953543657,0.42986147591888924]",0
8490000.0,101496.0,2019,bencina,ford,ecosport,0,1,29,"[8490000.0,101496.0,2019.0,1.0,29.0]","[0.8515339636035509,2.032497834483925,568.5110083957472,0.08316857404368921,0.12985398751716445]",1
