precio,kilometraje,anio,combustible_limpio,marca_limpia,modelo_limpio,cat_combustible,cat_marca,cat_modelo,features,scaledFeatures,prediction
16990000.0,62000.0,2023,bencina,peugeot,3008,0,2,8,"[16990000.0,62000.0,2023.0,2.0,8.0]","[1.7040709118521,1.2415746998699786,569.6373303539359,0.16633714808737843,0.035821789659907434]",3
30490000.0,57389.0,2023,diesel,hyundai,santa fe,1,5,31,"[30490000.0,57389.0,2023.0,5.0,31.0]","[3.0581001825997958,1.1492375879167451,569.6373303539359,0.41584287021844607,0.13880943493214132]",2
11290000.0,98587.0,2023,bencina,volkswagen,t-cross,0,7,77,"[11290000.0,98587.0,2023.0,7.0,77.0]","[1.132369664203073,1.974243950581961,569.6373303539359,0.5821800183058246,0.34478472547660904]",3
21990000.0,44851.0,2023,bencina,kia,sportage,0,9,37,"[21990000.0,44851.0,2023.0,9.0,37.0]","[2.2055632343512466,0.8981591429656195,569.6373303539359,0.7485171663932029,0.16567577717707188]",3
41900000.0,50888.0,2023,hibrido,lexus,nx350h,2,36,207,"[41900000.0,50888.0,2023.0,36.0,207.0]","[4.2025056625428485,1.0190524730158623,569.6373303539359,2.9940686655728115,0.9268888074501048]",2
19990000.0,53410.0,2023,bencina,hyundai,tucson,0,5,19,"[19990000.0,53410.0,2023.0,5.0,19.0]","[2.004966305351588,1.0695565277428316,569.6373303539359,0.41584287021844607,0.08507675044228015]",3
13990000.0,48114.0,2023,bencina,peugeot,3008,0,2,8,"[13990000.0,48114.0,2023.0,2.0,8.0]","[1.4031755183526122,0.9635020178958733,569.6373303539359,0.16633714808737843,0.035821789659907434]",3
8990000.0,14000.0,2023,bencina,chery,tiggo 2 pro,0,6,27,"[8990000.0,14000.0,2023.0,6.0,27.0]","[0.9016831958534656,0.28035557738999517,569.6373303539359,0.4990114442621353,0.12089854010218759]",3
16490000.0,33053.0,2023,bencina,peugeot,3008,0,2,8,"[16490000.0,33053.0,2023.0,2.0,8.0]","[1.6539216796021854,0.6618994928193935,569.6373303539359,0.16633714808737843,0.035821789659907434]",3
15390000.0,43240.0,2023,diesel,peugeot,rifter,1,2,148,"[15390000.0,43240.0,2023.0,2.0,148.0]","[1.5435933686523733,0.865898226167385,569.6373303539359,0.16633714808737843,0.6627031087082875]",3
13390000.0,47330.0,2024,bencina,volkswagen,t-cross,0,7,77,"[13390000.0,47330.0,2024.0,7.0,77.0]","[1.3429964396527145,0.9478021055620336,569.9189108434831,0.5821800183058246,0.34478472547660904]",3
9490000.0,49000.0,2023,bencina,peugeot,208,0,2,40,"[9490000.0,49000.0,2023.0,2.0,40.0]","[0.9518324281033802,0.981244520864983,569.6373303539359,0.16633714808737843,0.17910894829953716]",3
10290000.0,35153.0,2024,bencina,mg,zs,0,8,7,"[10290000.0,35153.0,2024.0,8.0,7.0]","[1.0320711997032437,0.7039528294278928,569.9189108434831,0.6653485923495137,0.031344065952419]",3
17290000.0,26250.0,2024,bencina,peugeot,3008,0,2,8,"[17290000.0,26250.0,2024.0,2.0,8.0]","[1.734160451202049,0.5256667076062409,569.9189108434831,0.16633714808737843,0.035821789659907434]",3
14990000.0,40500.0,2024,bencina,chevrolet,montana,0,0,201,"[14990000.0,40500.0,2024.0,0.0,201.0]","[1.5034739828524415,0.811028634592486,569.9189108434831,0.0,0.9000224652051743]",3
8990000.0,49633.0,2023,bencina,dfsk,560,0,34,98,"[8990000.0,49633.0,2023.0,34.0,98.0]","[0.9016831958534656,0.9939205980426878,569.6373303539359,2.827731517485433,0.43881692333386607]",0
22490000.0,11058.0,2023,bencina,toyota,rav4,0,3,0,"[22490000.0,11058.0,2023.0,3.0,0.0]","[2.255712466601161,0.22144085534132618,569.6373303539359,0.24950572213106764,0.0]",3
8390000.0,32497.0,2023,bencina,ram,700,0,20,117,"[8390000.0,32497.0,2023.0,20.0,117.0]","[0.841504117153568,0.6507653713173337,569.6373303539359,1.6633714808737843,0.5238936737761463]",3
8490000.0,20741.0,2023,bencina,chery,tiggo 2 pro,0,6,27,"[8490000.0,20741.0,2023.0,6.0,27.0]","[0.8515339636035509,0.41534678790327784,569.6373303539359,0.4990114442621353,0.12089854010218759]",3
20490000.0,44250.0,2024,bencina,hyundai,tucson,0,5,19,"[20490000.0,44250.0,2024.0,5.0,19.0]","[2.0551155376015027,0.8861238785362346,569.9189108434831,0.41584287021844607,0.08507675044228015]",3
11990000.0,82856.0,2024,bencina,chery,tiggo 7 pro,0,6,18,"[11990000.0,82856.0,2024.0,6.0,18.0]","[1.2025785893529535,1.6592244085875314,569.9189108434831,0.4990114442621353,0.08059902673479173]",3
22990000.0,42000.0,2024,bencina,kia,sportage,0,9,37,"[22990000.0,42000.0,2024.0,9.0,37.0]","[2.305861698851076,0.8410667321699855,569.9189108434831,0.7485171663932029,0.16567577717707188]",3
15590000.0,29721.0,2024,bencina,peugeot,3008,0,2,8,"[15590000.0,29721.0,2024.0,2.0,8.0]","[1.563653061552339,0.5951748654005747,569.9189108434831,0.16633714808737843,0.035821789659907434]",3
7490000.0,26000.0,2024,bencina,foton,midi,0,45,525,"[7490000.0,26000.0,2024.0,45.0,525.0]","[0.7512354991037216,0.520660358009991,569.9189108434831,3.742585831966015,2.3508049464314253]",0
13890000.0,23555.0,2024,bencina,peugeot,3008,0,2,8,"[13890000.0,23555.0,2024.0,2.0,8.0]","[1.3931456719026292,0.47169825895866685,569.9189108434831,0.16633714808737843,0.035821789659907434]",3
13790000.0,38733.0,2024,bencina,volkswagen,t-cross,0,7,77,"[13790000.0,38733.0,2024.0,7.0,77.0]","[1.3831158254526463,0.7756437556461916,569.9189108434831,0.5821800183058246,0.34478472547660904]",3
15490000.0,33810.0,2024,bencina,jaecoo,7,0,11,16,"[15490000.0,33810.0,2024.0,11.0,16.0]","[1.5536232151023561,0.6770587193968383,569.9189108434831,0.9148543144805814,0.07164357931981487]",3
27400000.0,59216.0,2024,hibrido,lexus,ux250h,2,36,229,"[27400000.0,59216.0,2024.0,36.0,229.0]","[2.7481779272953233,1.1858239907661394,569.9189108434831,2.9940686655728115,1.0253987290148503]",0
12790000.0,52500.0,2024,bencina,chevrolet,captiva,0,0,34,"[12790000.0,52500.0,2024.0,0.0,34.0]","[1.282817360952817,1.0513334152124818,569.9189108434831,0.0,0.1522426060546066]",3
13390000.0,70000.0,2024,bencina,chevrolet,montana,0,0,201,"[13390000.0,70000.0,2024.0,0.0,201.0]","[1.3429964396527145,1.4017778869499757,569.9189108434831,0.0,0.9000224652051743]",3
8690000.0,24853.0,2024,bencina,chery,tiggo 2,0,6,26,"[8690000.0,24853.0,2024.0,6.0,26.0]","[0.8715936565035167,0.4976912260623964,569.9189108434831,0.4990114442621353,0.11642081639469916]",3
20990000.0,32259.0,2024,bencina,subaru,crosstrek,0,15,127,"[20990000.0,32259.0,2024.0,15.0,127.0]","[2.1052647698514173,0.6459993265017038,569.9189108434831,1.2475286106553383,0.5686709108510305]",3
21490000.0,44569.0,2024,bencina,hyundai,tucson,0,5,19,"[21490000.0,44569.0,2024.0,5.0,19.0]","[2.155414002101332,0.8925119806210495,569.9189108434831,0.41584287021844607,0.08507675044228015]",3
25990000.0,37979.0,2024,bencina,toyota,rav4,0,3,0,"[25990000.0,37979.0,2024.0,3.0,0.0]","[2.606757092350564,0.7605446052639019,569.9189108434831,0.24950572213106764,0.0]",3
24990000.0,45001.0,2024,diesel,nissan,navara,1,4,5,"[24990000.0,45001.0,2024.0,4.0,5.0]","[2.506458627850735,0.9011629527233694,569.9189108434831,0.33267429617475686,0.022388618537442145]",3
53900000.0,46929.0,2024,bencina,lexus,rx350h,0,36,629,"[53900000.0,46929.0,2024.0,36.0,629.0]","[5.406087236540801,0.9397719208096488,569.9189108434831,2.9940686655728115,2.816488212010222]",2
21990000.0,48000.0,2024,bencina,nissan,x-trail,0,4,12,"[21990000.0,48000.0,2024.0,4.0,12.0]","[2.2055632343512466,0.9612191224799834,569.9189108434831,0.33267429617475686,0.053732684489861154]",3
13790000.0,40801.0,2024,bencina,opel,mokka,0,22,53,"[13790000.0,40801.0,2024.0,22.0,53.0]","[1.3831158254526463,0.8170562795063708,569.9189108434831,1.8297086289611628,0.23731935649688676]",3
14890000.0,39980.0,2024,bencina,peugeot,308,0,2,25,"[14890000.0,39980.0,2024.0,2.0,25.0]","[1.4934441364024584,0.8006154274322862,569.9189108434831,0.16633714808737843,0.11194309268721073]",3
18890000.0,29222.0,2024,bencina,toyota,corolla cross,0,3,71,"[18890000.0,29222.0,2024.0,3.0,71.0]","[1.8946379944017757,0.5851821916064599,569.9189108434831,0.24950572213106764,0.3179183832316785]",3
39900000.0,45813.0,2024,bencina,toyota,4runner,0,3,41,"[39900000.0,45813.0,2024.0,3.0,41.0]","[4.00190873354319,0.9174235762119891,569.9189108434831,0.24950572213106764,0.1835866720070256]",2
15690000.0,22354.0,2024,bencina,peugeot,3008,0,2,8,"[15690000.0,22354.0,2024.0,2.0,8.0]","[1.573682908002322,0.4476477554982823,569.9189108434831,0.16633714808737843,0.035821789659907434]",3
17990000.0,25650.0,2024,bencina,haval,h6 gt,0,21,192,"[17990000.0,25650.0,2024.0,21.0,192.0]","[1.8043693763519295,0.5136514685752411,569.9189108434831,1.7465400549174734,0.8597229518377785]",3
10690000.0,10589.0,2024,bencina,mg,zs,0,8,7,"[10690000.0,10589.0,2024.0,8.0,7.0]","[1.0721905855031755,0.21204894349876133,569.9189108434831,0.6653485923495137,0.031344065952419]",3
8490000.0,18819.0,2024,bencina,chery,tiggo 2 pro,0,6,27,"[8490000.0,18819.0,2024.0,6.0,27.0]","[0.8515339636035509,0.3768579722073085,569.9189108434831,0.4990114442621353,0.12089854010218759]",3
13590000.0,17827.0,2024,bencina,chery,tiggo 7 pro,0,6,18,"[13590000.0,17827.0,2024.0,6.0,18.0]","[1.3630561325526804,0.3569927770093888,569.9189108434831,0.4990114442621353,0.08059902673479173]",3
9390000.0,24709.0,2024,bencina,chery,tiggo 2 pro,0,6,27,"[9390000.0,24709.0,2024.0,6.0,27.0]","[0.9418025816533973,0.49480756869495646,569.9189108434831,0.4990114442621353,0.12089854010218759]",3
14290000.0,69000.0,2024,diesel,great,wall poer,1,27,49,"[14290000.0,69000.0,2024.0,27.0,49.0]","[1.433265057702561,1.3817524885649761,569.9189108434831,2.2455514991796086,0.21940846166693304]",3
19490000.0,8793.0,2024,bencina,jeep,compass,0,18,81,"[19490000.0,8793.0,2024.0,18.0,81.0]","[1.9548170731016734,0.17608332799930196,569.9189108434831,1.4970343327864057,0.36269562030656277]",3
13990000.0,23699.0,2024,bencina,omoda,c5,0,19,1,"[13990000.0,23699.0,2024.0,19.0,1.0]","[1.4031755183526122,0.4745819163261068,569.9189108434831,1.5802029068300951,0.004477723707488429]",3
31990000.0,61723.0,2024,bencina,mazda,cx-60,0,10,128,"[31990000.0,61723.0,2024.0,10.0,128.0]","[3.2085478793495397,1.2360276645173336,569.9189108434831,0.8316857404368921,0.5731486345585189]",2
7390000.0,12100.0,2024,bencina,suzuki,alto,0,17,303,"[7390000.0,12100.0,2024.0,17.0,303.0]","[0.7412056526537386,0.24230732045849582,569.9189108434831,1.4138657587427166,1.3567502833689942]",3
12190000.0,75927.0,2024,bencina,toyota,yaris,0,3,78,"[12190000.0,75927.0,2024.0,3.0,78.0]","[1.2226382822529194,1.5204684231778687,569.9189108434831,0.24950572213106764,0.3492624491840975]",3
23990000.0,30092.0,2024,bencina,peugeot,5008,0,2,42,"[23990000.0,30092.0,2024.0,2.0,42.0]","[2.406160163350905,0.6026042882014095,569.9189108434831,0.16633714808737843,0.18806439571451403]",3
23190000.0,44511.0,2024,diesel,peugeot,traveller,1,2,155,"[23190000.0,44511.0,2024.0,2.0,155.0]","[2.325921391751042,0.8913505075147196,569.9189108434831,0.16633714808737843,0.6940471746607065]",3
16590000.0,50439.0,2024,bencina,toyota,yaris cross,0,3,158,"[16590000.0,50439.0,2024.0,3.0,158.0]","[1.6639515260521685,1.0100610691409975,569.9189108434831,0.24950572213106764,0.7074803457831719]",3
31690000.0,27300.0,2024,bencina,mitsubishi,outlander,0,13,75,"[31690000.0,27300.0,2024.0,13.0,75.0]","[3.178458339999591,0.5466933759104905,569.9189108434831,1.0811914625679597,0.3358292780616322]",2
11290000.0,38718.0,2024,bencina,omoda,c5,0,19,1,"[11290000.0,38718.0,2024.0,19.0,1.0]","[1.132369664203073,0.7753433746704166,569.9189108434831,1.5802029068300951,0.004477723707488429]",3
8790000.0,56000.0,2024,bencina,mg,zs,0,8,7,"[8790000.0,56000.0,2024.0,8.0,7.0]","[0.8816235029534997,1.1214223095599807,569.9189108434831,0.6653485923495137,0.031344065952419]",3
19990000.0,32295.0,2024,diesel,peugeot,landtrek,1,2,15,"[19990000.0,32295.0,2024.0,2.0,15.0]","[2.004966305351588,0.6467202408435638,569.9189108434831,0.16633714808737843,0.06716585561232644]",3
25290000.0,25888.0,2024,hibrido,hyundai,tucson,2,5,19,"[25290000.0,25888.0,2024.0,5.0,19.0]","[2.5365481672006833,0.518417513390871,569.9189108434831,0.41584287021844607,0.08507675044228015]",3
11990000.0,37002.0,2024,bencina,toyota,raize,0,3,61,"[11990000.0,37002.0,2024.0,3.0,61.0]","[1.2025785893529535,0.7409797910417572,569.9189108434831,0.24950572213106764,0.2731411461567942]",3
20990000.0,29940.0,2024,bencina,toyota,rav4,0,3,0,"[20990000.0,29940.0,2024.0,3.0,0.0]","[2.1052647698514173,0.5995604276468897,569.9189108434831,0.24950572213106764,0.0]",3
11990000.0,23000.0,2024,bencina,nissan,versa,0,4,24,"[11990000.0,23000.0,2024.0,4.0,24.0]","[1.2025785893529535,0.46058416285499204,569.9189108434831,0.33267429617475686,0.10746536897972231]",3
18190000.0,21000.0,2024,bencina,jetour,x90 plus,0,32,777,"[18190000.0,21000.0,2024.0,32.0,777.0]","[1.8244290692518952,0.42053336608499275,569.9189108434831,2.661394369398055,3.4791913207185097]",0
27990000.0,32342.0,2024,bencina,mazda,cx-5,0,10,57,"[27990000.0,32342.0,2024.0,10.0,57.0]","[2.8073540213502226,0.6476614345676588,569.9189108434831,0.8316857404368921,0.25523025132684046]",3
9690000.0,43500.0,2024,bencina,suzuki,dzire,0,17,105,"[9690000.0,43500.0,2024.0,17.0,105.0]","[0.9718921210033461,0.8711048297474849,569.9189108434831,1.4138657587427166,0.4701609892862851]",3
46500000.0,24000.0,2024,bencina,bmw,x4,0,12,768,"[46500000.0,24000.0,2024.0,12.0,768.0]","[4.6638785992420635,0.4806095612399917,569.9189108434831,0.9980228885242706,3.438891807351114]",2
15990000.0,30000.0,2024,bencina,dfsk,600,0,34,286,"[15990000.0,30000.0,2024.0,34.0,286.0]","[1.6037724473522708,0.6007619515499896,569.9189108434831,2.827731517485433,1.2806289803416908]",0
21990000.0,63076.0,2024,diesel,peugeot,landtrek,1,2,15,"[21990000.0,63076.0,2024.0,2.0,15.0]","[2.2055632343512466,1.2631220285322382,569.9189108434831,0.16633714808737843,0.06716585561232644]",3
30990000.0,27305.0,2024,bencina,mazda,cx-9,0,10,129,"[30990000.0,27305.0,2024.0,10.0,129.0]","[3.1082494148497104,0.5467935029024156,569.9189108434831,0.8316857404368921,0.5776263582660074]",2
12490000.0,33807.0,2024,bencina,hyundai,i20,0,5,60,"[12490000.0,33807.0,2024.0,5.0,60.0]","[1.252727821602868,0.6769986432016832,569.9189108434831,0.41584287021844607,0.26866342244930574]",3
11690000.0,61700.0,2024,bencina,hyundai,accent,0,5,79,"[11690000.0,61700.0,2024.0,5.0,79.0]","[1.1724890500030047,1.2355670803544787,569.9189108434831,0.41584287021844607,0.35374017289158594]",3
6790000.0,18200.0,2024,bencina,changan,md201,0,23,520,"[6790000.0,18200.0,2024.0,23.0,520.0]","[0.681026573953841,0.3644622506069937,569.9189108434831,1.912877203004852,2.3284163278939833]",0
9490000.0,22001.0,2024,bencina,mg,3,0,8,13,"[9490000.0,22001.0,2024.0,8.0,13.0]","[0.9518324281033802,0.4405787898683774,569.9189108434831,0.6653485923495137,0.05821040819734958]",3
21690000.0,25000.0,2024,bencina,ford,escape,0,1,72,"[21690000.0,25000.0,2024.0,1.0,72.0]","[2.175473695001298,0.5006349596249914,569.9189108434831,0.08316857404368921,0.3223961069391669]",3
18990000.0,27023.0,2024,bencina,hyundai,creta grand,0,5,84,"[18990000.0,27023.0,2024.0,5.0,84.0]","[1.9046678408517588,0.5411463405578456,569.9189108434831,0.41584287021844607,0.37612879142902805]",3
20990000.0,7625.0,2024,bencina,kia,sportage,0,9,37,"[20990000.0,7625.0,2024.0,9.0,37.0]","[2.1052647698514173,0.15269366268562237,569.9189108434831,0.7485171663932029,0.16567577717707188]",3
12990000.0,12000.0,2024,bencina,mg,rx5,0,8,62,"[12990000.0,12000.0,2024.0,8.0,62.0]","[1.3028770538527827,0.24030478061999586,569.9189108434831,0.6653485923495137,0.27761886986428264]",3
11990000.0,21108.0,2024,bencina,chevrolet,tracker,0,0,22,"[11990000.0,21108.0,2024.0,0.0,22.0]","[1.2025785893529535,0.4226961091105727,569.9189108434831,0.0,0.09850992156474545]",3
41990000.0,30709.0,2024,bencina,chevrolet,silverado,0,0,64,"[41990000.0,30709.0,2024.0,0.0,64.0]","[4.211532524347833,0.6149599590049544,569.9189108434831,0.0,0.28657431727925947]",2
12990000.0,54300.0,2024,bencina,maxus,d60,0,25,397,"[12990000.0,54300.0,2024.0,25.0,397.0]","[1.3028770538527827,1.087379132305481,569.9189108434831,2.0792143510922303,1.7776563118729065]",0
20190000.0,29842.0,2024,diesel,peugeot,landtrek,1,2,15,"[20190000.0,29842.0,2024.0,2.0,15.0]","[2.0250259982515537,0.5975979386051596,569.9189108434831,0.16633714808737843,0.06716585561232644]",3
12990000.0,31321.0,2024,bencina,chery,tiggo 7 pro,0,6,18,"[12990000.0,31321.0,2024.0,6.0,18.0]","[1.3028770538527827,0.6272155028165741,569.9189108434831,0.4990114442621353,0.08059902673479173]",3
18990000.0,19600.0,2024,bencina,hyundai,creta grand,0,5,84,"[18990000.0,19600.0,2024.0,5.0,84.0]","[1.9046678408517588,0.39249780834599324,569.9189108434831,0.41584287021844607,0.37612879142902805]",3
23490000.0,22819.0,2024,bencina,toyota,rav4,0,3,0,"[23490000.0,22819.0,2024.0,3.0,0.0]","[2.3560109311009905,0.4569595657473071,569.9189108434831,0.24950572213106764,0.0]",3
13590000.0,43978.0,2024,bencina,omoda,c5,0,19,1,"[13590000.0,43978.0,2024.0,19.0,1.0]","[1.3630561325526804,0.8806769701755147,569.9189108434831,1.5802029068300951,0.004477723707488429]",3
13990000.0,20895.0,2024,bencina,exeed,lx,0,40,137,"[13990000.0,20895.0,2024.0,40.0,137.0]","[1.4031755183526122,0.4184306992545678,569.9189108434831,3.3267429617475686,0.6134481479259148]",0
8490000.0,26000.0,2025,bencina,suzuki,s-presso,0,17,212,"[8490000.0,26000.0,2025.0,17.0,212.0]","[0.8515339636035509,0.520660358009991,570.2004913330303,1.4138657587427166,0.949277425987547]",3
14590000.0,10632.0,2025,bencina,jaecoo,7,0,11,16,"[14590000.0,10632.0,2025.0,11.0,16.0]","[1.4633545970525097,0.21291003562931632,570.2004913330303,0.9148543144805814,0.07164357931981487]",3
10290000.0,28325.0,2025,bencina,hyundai,grand i10,0,5,11,"[10290000.0,28325.0,2025.0,5.0,11.0]","[1.0320711997032437,0.5672194092551152,570.2004913330303,0.41584287021844607,0.04925496078237272]",3
16190000.0,10143.0,2024,bencina,peugeot,308,0,2,25,"[16190000.0,10143.0,2024.0,2.0,25.0]","[1.6238321402522367,0.2031176158190515,569.9189108434831,0.16633714808737843,0.11194309268721073]",3
12990000.0,44000.0,2024,bencina,chery,tiggo 7 pro,0,6,18,"[12990000.0,44000.0,2024.0,6.0,18.0]","[1.3028770538527827,0.8811175289399847,569.9189108434831,0.4990114442621353,0.08059902673479173]",3
49990000.0,9216.0,2025,bencina,ford,f-150,0,1,4,"[49990000.0,9216.0,2025.0,1.0,4.0]","[5.013920240346468,0.1845540715161568,570.2004913330303,0.08316857404368921,0.017910894829953717]",2
16690000.0,17965.0,2025,bencina,jaecoo,7,0,11,16,"[16690000.0,17965.0,2025.0,11.0,16.0]","[1.6739813725021513,0.35975628198651877,570.2004913330303,0.9148543144805814,0.07164357931981487]",3
13490000.0,72434.0,2025,bencina,mg,one,0,8,141,"[13490000.0,72434.0,2025.0,8.0,141.0]","[1.3530262861026974,1.450519706619065,570.2004913330303,0.6653485923495137,0.6313590427558685]",3
18290000.0,14029.0,2025,diesel,opel,movano,1,22,537,"[18290000.0,14029.0,2025.0,22.0,537.0]","[1.8344589157018782,0.28093631394316015,570.2004913330303,1.8297086289611628,2.4045376309212867]",0
16590000.0,47780.0,2025,bencina,hyundai,creta,0,5,51,"[16590000.0,47780.0,2025.0,5.0,51.0]","[1.6639515260521685,0.9568135348352834,570.2004913330303,0.41584287021844607,0.2283639090819099]",3
15990000.0,46277.0,2025,bencina,hyundai,creta,0,5,51,"[15990000.0,46277.0,2025.0,5.0,51.0]","[1.6037724473522708,0.926715361062629,570.2004913330303,0.41584287021844607,0.2283639090819099]",3
23790000.0,31568.0,2025,hibrido,toyota,corolla cross,2,3,71,"[23790000.0,31568.0,2025.0,3.0,71.0]","[2.3861004704509394,0.6321617762176691,570.2004913330303,0.24950572213106764,0.3179183832316785]",3
18390000.0,23415.0,2025,bencina,peugeot,rifter,0,2,148,"[18390000.0,23415.0,2025.0,2.0,148.0]","[1.844488762151861,0.4688947031847669,570.2004913330303,0.16633714808737843,0.6627031087082875]",3
8790000.0,45502.0,2025,bencina,hyundai,grand i10,0,5,11,"[8790000.0,45502.0,2025.0,5.0,11.0]","[0.8816235029534997,0.9111956773142542,570.2004913330303,0.41584287021844607,0.04925496078237272]",3
8390000.0,32534.0,2025,bencina,mg,zs,0,8,7,"[8390000.0,32534.0,2025.0,8.0,7.0]","[0.841504117153568,0.6515063110575787,570.2004913330303,0.6653485923495137,0.031344065952419]",3
9990000.0,6241.0,2025,bencina,hyundai,grand i10,0,5,11,"[9990000.0,6241.0,2025.0,5.0,11.0]","[1.001981660353295,0.12497851132078285,570.2004913330303,0.41584287021844607,0.04925496078237272]",3
23490000.0,41598.0,2025,hibrido,toyota,corolla cross,2,3,71,"[23490000.0,41598.0,2025.0,3.0,71.0]","[2.3560109311009905,0.8330165220192156,570.2004913330303,0.24950572213106764,0.3179183832316785]",3
14590000.0,26811.0,2025,bencina,nissan,kicks,0,4,30,"[14590000.0,26811.0,2025.0,4.0,30.0]","[1.4633545970525097,0.5369009561002257,570.2004913330303,0.33267429617475686,0.13433171122465287]",3
8390000.0,34976.0,2025,bencina,mg,zs,0,8,7,"[8390000.0,34976.0,2025.0,8.0,7.0]","[0.841504117153568,0.7004083339137479,570.2004913330303,0.6653485923495137,0.031344065952419]",3
17290000.0,11057.0,2025,bencina,toyota,yaris cross,0,3,158,"[17290000.0,11057.0,2025.0,3.0,158.0]","[1.734160451202049,0.22142082994294118,570.2004913330303,0.24950572213106764,0.7074803457831719]",3
18790000.0,28570.0,2025,bencina,citroen,c4,0,16,122,"[18790000.0,28570.0,2025.0,16.0,122.0]","[1.8846081479517929,0.5721256318594401,570.2004913330303,1.3306971846990274,0.5462822923135884]",3
10490000.0,8965.0,2025,bencina,mg,5,0,8,2,"[10490000.0,8965.0,2025.0,8.0,2.0]","[1.0521308926032096,0.1795276965215219,570.2004913330303,0.6653485923495137,0.008955447414976858]",3
17890000.0,11159.0,2025,bencina,haval,dargo,0,21,85,"[17890000.0,11159.0,2025.0,21.0,85.0]","[1.7943395299019465,0.22346342057821114,570.2004913330303,1.7465400549174734,0.3806065151365165]",3
48900000.0,14469.0,2025,hibrido,lexus,nx350h,2,36,207,"[48900000.0,14469.0,2025.0,36.0,207.0]","[4.904594914041653,0.28974748923256,570.2004913330303,2.9940686655728115,0.9268888074501048]",2
15990000.0,7940.0,2024,bencina,jaecoo,7,0,11,16,"[15990000.0,7940.0,2024.0,11.0,16.0]","[1.6037724473522708,0.15900166317689726,569.9189108434831,0.9148543144805814,0.07164357931981487]",3
13990000.0,21847.0,2025,bencina,omoda,c5,0,19,1,"[13990000.0,21847.0,2025.0,19.0,1.0]","[1.4031755183526122,0.43749487851708746,570.2004913330303,1.5802029068300951,0.004477723707488429]",3
12190000.0,8512.0,2025,bencina,mg,one,0,8,141,"[12190000.0,8512.0,2025.0,8.0,141.0]","[1.2226382822529194,0.17045619105311705,570.2004913330303,0.6653485923495137,0.6313590427558685]",3
22990000.0,9010.0,2025,bencina,toyota,rav4,0,3,0,"[22990000.0,9010.0,2025.0,3.0,0.0]","[2.305861698851076,0.18042883944884688,570.2004913330303,0.24950572213106764,0.0]",3
13390000.0,43533.0,2025,bencina,hyundai,accent,0,5,79,"[13390000.0,43533.0,2025.0,5.0,79.0]","[1.3429964396527145,0.87176566789419,570.2004913330303,0.41584287021844607,0.35374017289158594]",3
31190000.0,30400.0,2025,bencina,mazda,cx-5,0,10,57,"[31190000.0,30400.0,2025.0,10.0,57.0]","[3.1283091077496765,0.6087721109039895,570.2004913330303,0.8316857404368921,0.25523025132684046]",2
38990000.0,21000.0,2025,bencina,ford,explorer,0,1,9,"[38990000.0,21000.0,2025.0,1.0,9.0]","[3.910637130848345,0.42053336608499275,570.2004913330303,0.08316857404368921,0.040299513367395866]",2
16490000.0,26262.0,2025,bencina,honda,wr-v,0,29,234,"[16490000.0,26262.0,2025.0,29.0,234.0]","[1.6539216796021854,0.5259070123868609,570.2004913330303,2.4118886472669874,1.0477873475522925]",0
20190000.0,21813.0,2025,bencina,suzuki,grand vitara,0,17,461,"[20190000.0,21813.0,2025.0,17.0,461.0]","[2.0250259982515537,0.43681401497199746,570.2004913330303,1.4138657587427166,2.0642306291521657]",0
27990000.0,33280.0,2025,hibrido,toyota,corolla cross,2,3,71,"[27990000.0,33280.0,2025.0,3.0,71.0]","[2.8073540213502226,0.6664452582527884,570.2004913330303,0.24950572213106764,0.3179183832316785]",3
10990000.0,25464.0,2025,bencina,opel,corsa,0,22,101,"[10990000.0,25464.0,2025.0,22.0,101.0]","[1.1022801248531242,0.5099267444756311,570.2004913330303,1.8297086289611628,0.45225009445633135]",3
11990000.0,11808.0,2025,bencina,mg,one,0,8,141,"[11990000.0,11808.0,2025.0,8.0,141.0]","[1.2025785893529535,0.23645990413007592,570.2004913330303,0.6653485923495137,0.6313590427558685]",3
8990000.0,15618.0,2025,bencina,chery,tiggo 2 pro,0,6,27,"[8990000.0,15618.0,2025.0,6.0,27.0]","[0.9016831958534656,0.3127566719769246,570.2004913330303,0.4990114442621353,0.12089854010218759]",3
7390000.0,2053.0,2025,bencina,changan,ms201,0,23,538,"[7390000.0,2053.0,2025.0,23.0,538.0]","[0.7412056526537386,0.04111214288440429,570.2004913330303,1.912877203004852,2.409015354628775]",0
9190000.0,19553.0,2025,bencina,mg,5,0,8,2,"[9190000.0,19553.0,2025.0,8.0,2.0]","[0.9217428887534315,0.3915566146218982,570.2004913330303,0.6653485923495137,0.008955447414976858]",3
22490000.0,6309.0,2025,bencina,peugeot,308,0,2,25,"[22490000.0,6309.0,2025.0,2.0,25.0]","[2.255712466601161,0.1263402384109628,570.2004913330303,0.16633714808737843,0.11194309268721073]",3
25490000.0,5655.0,2025,hibrido,peugeot,3008,2,2,8,"[25490000.0,5655.0,2025.0,2.0,8.0]","[2.5566078601006494,0.11324362786717304,570.2004913330303,0.16633714808737843,0.035821789659907434]",3
25490000.0,1602.0,2025,hibrido,peugeot,3008,2,2,8,"[25490000.0,1602.0,2025.0,2.0,8.0]","[2.5566078601006494,0.032080688212769444,570.2004913330303,0.16633714808737843,0.035821789659907434]",3
