marca,modelo,year,precio,kilometraje,combustible,ciudad,url,precio_num,km_num,year_limpio
hyundai,Tucson 2.0 Value 2wd Fl Mt 5p,2019,10990000.0,47437.0,bencina,tarapaca,https://automoviles.emol.com/venta/autos/hyundai-tucson-2019-tarapaca-cod76984764.html,10997.0,474370.0,2019
hyundai,Tucson 2.0 4x2 Mt 5p,2020,13290000.0,62856.0,bencina,arica y parinacota,https://automoviles.emol.com/venta/autos/hyundai-tucson-2020-arica-y-parinacota-cod77166971.html,13297.0,628560.0,2020
hyundai,Veloster Js Hb 2.0,2019,14790000.0,50229.0,bencina,santiago,https://automoviles.emol.com/venta/autos/hyundai-veloster-2019-metropolitana-de-santiago-cod75692010.html,14797.0,502290.0,2019
jac,T8 Ce Comfort 2.0t Diesel Mt 4x4,2023,13900000.0,100000.0,diesel,santiago,https://automoviles.emol.com/venta/autos/jac-t8-ce-comfort-2-0t-diesel-mt-4x4-2023-metropolitana-de-santiago-cod77191483.html,1397.0,1000000.0,2023
jaguar,F-pace 2.0 At,2018,19900000.0,125000.0,diesel,santiago,https://automoviles.emol.com/venta/autos/jaguar-f-pace-2018-metropolitana-de-santiago-cod76435566.html,1997.0,1250000.0,2018
jeep,Cherokee Ltd 4x4 3.2,2019,15290000.0,60792.0,bencina,arica y parinacota,https://automoviles.emol.com/venta/autos/jeep-cherokee-2019-arica-y-parinacota-cod77310821.html,15297.0,607920.0,2019
jeep,Cherokee New Cherokee Longitude 2.,2019,18500000.0,56000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/jeep-cherokee-2019-metropolitana-de-santiago-cod75823245.html,1857.0,560000.0,2019
jeep,Cherokee Limited,2020,21290000.0,90222.0,bencina,santiago,https://automoviles.emol.com/venta/autos/jeep-cherokee-2020-metropolitana-de-santiago-cod75737749.html,21297.0,902220.0,2020
jeep,Compass Sport,2022,16970000.0,65500.0,bencina,santiago,https://automoviles.emol.com/venta/autos/jeep-compass-2022-metropolitana-de-santiago-cod77185400.html,16977.0,655000.0,2022
jeep,Grand Cherokee 3.6 Limited Lx 4x4 At 5p,2018,19990000.0,104000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/jeep-grand-cherokee-2018-metropolitana-de-santiago-cod76679041.html,19997.0,1040000.0,2018
jeep,Grand Cherokee Laredo 3.6 4x4 At,2020,22900000.0,43000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/jeep-grand-cherokee-2020-metropolitana-de-santiago-cod77156441.html,2297.0,430000.0,2020
jeep,Grand Cherokee Limited 4x4 3 De,2023,35970000.0,105000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/jeep-grand-cherokee-2023-metropolitana-de-santiago-cod77287314.html,35977.0,1050000.0,2023
jeep,Renegade 1.8 Sport 4x2 Mt 5p,2022,12490000.0,96198.0,bencina,antofagasta,https://automoviles.emol.com/venta/autos/jeep-renegade-2022-antofagasta-cod77321051.html,12497.0,961980.0,2022
jetour,X70 1.5,2022,10950000.0,97663.0,bencina,santiago,https://automoviles.emol.com/venta/autos/jetour-x70-2022-metropolitana-de-santiago-cod77158122.html,10957.0,976630.0,2022
jmc,Vigus Vigus 5 4x4,2022,10800000.0,73600.0,diesel,santiago,https://automoviles.emol.com/venta/autos/jmc-vigus-2022-metropolitana-de-santiago-cod77333721.html,1087.0,736000.0,2022
jmc,Vigus 2.0 4x4 Euro6c Mt 4p,2025,17990000.0,27911.0,diesel,antofagasta,https://automoviles.emol.com/venta/autos/jmc-vigus-2025-antofagasta-cod77191705.html,17997.0,279110.0,2025
kia,Carens Ex Turbo Gdi 1.5,2025,21990000.0,5800.0,bencina,santiago,https://automoviles.emol.com/venta/autos/kia-carens-2025-metropolitana-de-santiago-cod77333366.html,21997.0,58000.0,2025
kia,Morning Ex 1.2,2018,8990000.0,86148.0,bencina,santiago,https://automoviles.emol.com/venta/autos/kia-morning-2018-metropolitana-de-santiago-cod75454648.html,89900000.0,861480.0,2018
kia,Morning 1.2 Ex,2018,7900000.0,81000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/kia-morning-2018-metropolitana-de-santiago-cod75919027.html,79000000.0,810000.0,2018
kia,Morning 1.2 Ex 4x2 Hb 5mt 5p,2019,7990000.0,92707.0,bencina,antofagasta,https://automoviles.emol.com/venta/autos/kia-morning-2019-antofagasta-cod77349472.html,79900000.0,927070.0,2019
kia,Rio Jb Ex 1.4 At,2010,5150000.0,82455.0,bencina,santiago,https://automoviles.emol.com/venta/autos/kia-rio-2010-metropolitana-de-santiago-cod77345811.html,51500000.0,824550.0,2010
kia,Seltos Ex Ivt 1.5 At,2025,17950000.0,19552.0,bencina,santiago,https://automoviles.emol.com/venta/autos/kia-seltos-2025-metropolitana-de-santiago-cod77314538.html,17957.0,195520.0,2025
kia,Sorento 2.4 Ex 4wd 6at 5p,2017,15990000.0,110326.0,bencina,antofagasta,https://automoviles.emol.com/venta/autos/kia-sorento-2017-antofagasta-cod77332703.html,15997.0,1103260.0,2017
kia,Sorento Gtl Awd 3.3,2018,19990000.0,80126.0,bencina,santiago,https://automoviles.emol.com/venta/autos/kia-sorento-2018-metropolitana-de-santiago-cod77354577.html,19997.0,801260.0,2018
kia,Sorento 2.5 Ex Gsl 2wd At6 5p,2022,25090000.0,55850.0,bencina,tarapaca,https://automoviles.emol.com/venta/autos/kia-sorento-2022-tarapaca-cod77163477.html,25097.0,558500.0,2022
kia,Soul Ex 1.6,2017,8570000.0,118000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/kia-soul-2017-metropolitana-de-santiago-cod77221130.html,85700000.0,1180000.0,2017
kia,Sportage 2.0 Lx 2wd 6mt 5p,2020,11990000.0,83855.0,bencina,tarapaca,https://automoviles.emol.com/venta/autos/kia-sportage-2020-tarapaca-cod77337152.html,11997.0,838550.0,2020
kia,Sportage 2.0 Ex Mt 5p,2022,16490000.0,35648.0,bencina,tarapaca,https://automoviles.emol.com/venta/autos/kia-sportage-2022-tarapaca-cod77351924.html,16497.0,356480.0,2022
kia,Sportage 2.0 Ex Benc 2wd 6at 5p,2024,23990000.0,20936.0,bencina,biobio,https://automoviles.emol.com/venta/autos/kia-sportage-2024-biobio-cod77338432.html,23997.0,209360.0,2024
land,Rover Discovery New Discovery 3.0,2018,24800000.0,131000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/land-rover-discovery-2018-metropolitana-de-santiago-cod76139011.html,2487.0,1310000.0,2018
land,Rover Discovery Sport Rdynamic S,2023,42970000.0,18000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/land-rover-discovery-2023-metropolitana-de-santiago-cod77190311.html,42977.0,180000.0,2023
land,Rover Evoque 2.0 D180 Se Auto 4wd,2021,27900000.0,90908.0,diesel,santiago,https://automoviles.emol.com/venta/autos/land-rover-evoque-2021-metropolitana-de-santiago-cod77204599.html,2797.0,909080.0,2021
land,Rover Range Rover 3.0 Range Rover Sport S/c,2017,27990000.0,105896.0,bencina,santiago,https://automoviles.emol.com/venta/autos/land-rover-range-rover-2017-metropolitana-de-santiago-cod63020047.html,27997.0,1058960.0,2017
land,Rover Range Rover 3.0 V6 Se Auto 4wd,2019,34990000.0,102945.0,bencina,santiago,https://automoviles.emol.com/venta/autos/land-rover-range-rover-2019-metropolitana-de-santiago-cod76296411.html,34997.0,1029450.0,2019
land,Rover Ranger Rover Sport 3.0 Hse Sdv6,2015,27990000.0,103000.0,diesel,santiago,https://automoviles.emol.com/venta/autos/land-rover-ranger-rover-sport-2015-metropolitana-de-santiago-cod1554633.html,27997.0,1030000.0,2015
lexus,Is 3.5,2014,16950000.0,179385.0,bencina,santiago,https://automoviles.emol.com/venta/autos/lexus-is-2014-metropolitana-de-santiago-cod77198618.html,16957.0,1793850.0,2014
lexus,Rx 450 3.5 Hybrid 4x4 At 5p,2012,13990000.0,175886.0,hibrido,antofagasta,https://automoviles.emol.com/venta/autos/lexus-rx-450-2012-antofagasta-cod77323529.html,13997.0,1758860.0,2012
lexus,Rx350 3.5 V6 At 4x4,2021,35970000.0,60400.0,bencina,santiago,https://automoviles.emol.com/venta/autos/lexus-rx350-2021-metropolitana-de-santiago-cod77344764.html,35977.0,604000.0,2021
mahindra,Pikup 2.2,2018,11700000.0,61000.0,diesel,santiago,https://automoviles.emol.com/venta/autos/mahindra-pikup-2018-metropolitana-de-santiago-cod75900707.html,1177.0,610000.0,2018
maxus,D90 Luxury 2.0 Turbo,2024,29970000.0,27000.0,diesel,santiago,https://automoviles.emol.com/venta/autos/maxus-d90-2024-metropolitana-de-santiago-cod77344768.html,29977.0,270000.0,2024
maxus,T60 Glx 4x4 At,2018,15780000.0,121000.0,diesel,santiago,https://automoviles.emol.com/venta/autos/maxus-t60-2018-metropolitana-de-santiago-cod75920821.html,15787.0,1210000.0,2018
maxus,T60 Dx 4x4 2.8,2022,10950000.0,132941.0,diesel,santiago,https://automoviles.emol.com/venta/autos/maxus-t60-2022-metropolitana-de-santiago-cod77078997.html,10957.0,1329410.0,2022
maxus,T60 Dx 4x4 2.8,2022,9950000.0,129313.0,diesel,santiago,https://automoviles.emol.com/venta/autos/maxus-t60-2022-metropolitana-de-santiago-cod77156096.html,99500000.0,1293130.0,2022
maxus,T60 Glx 2.0 4x4 At,2022,16500000.0,60000.0,diesel,santiago,https://automoviles.emol.com/venta/autos/maxus-t60-2022-metropolitana-de-santiago-cod77156409.html,1657.0,600000.0,2022
maxus,T60 Glx 2.0 4x4,2022,16990000.0,53434.0,diesel,santiago,https://automoviles.emol.com/venta/autos/maxus-t60-2022-metropolitana-de-santiago-cod77298651.html,16997.0,534340.0,2022
maxus,T90 2.0 4x4 At,2023,22950000.0,48379.0,diesel,santiago,https://automoviles.emol.com/venta/autos/maxus-t90-2023-metropolitana-de-santiago-cod77314606.html,22957.0,483790.0,2023
maxus,T90 4x4 Mt E6,2024,16798000.0,71842.0,diesel,santiago,https://automoviles.emol.com/venta/autos/maxus-t90-2024-metropolitana-de-santiago-cod76888415.html,167987.0,718420.0,2024
mazda,2 1.5 Manual V Skyactive,2021,11490000.0,73090.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mazda-2-2021-metropolitana-de-santiago-cod77130443.html,11497.0,730900.0,2021
mazda,3 Sport 2.0,2019,13970000.0,75000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mazda-3-2019-metropolitana-de-santiago-cod77298676.html,13977.0,750000.0,2019
mazda,3 New 3 2.0,2020,15250000.0,55000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mazda-3-2020-metropolitana-de-santiago-cod75630669.html,15257.0,550000.0,2020
mazda,6 New Mazda 6 At,2014,9990000.0,115000.0,bencina,araucania,https://automoviles.emol.com/venta/autos/mazda-6-2014-araucania-cod77222833.html,99900000.0,1150000.0,2014
mazda,Bt-50 Sdx 3.2,2016,14950000.0,103543.0,diesel,santiago,https://automoviles.emol.com/venta/autos/mazda-bt-50-2016-metropolitana-de-santiago-cod76838654.html,14957.0,1035430.0,2016
mazda,Cx-3 Gt 4x4 2.0,2019,16490000.0,74906.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mazda-cx-3-2019-metropolitana-de-santiago-cod77259931.html,16497.0,749060.0,2019
mazda,Cx-5 Gt,2017,17300000.0,107000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mazda-cx-5-2017-metropolitana-de-santiago-cod75648219.html,1737.0,1070000.0,2017
mazda,Cx-60 3.3 Mhev Premium Sport Aw,2023,39990000.0,34363.0,diesel,antofagasta,https://automoviles.emol.com/venta/autos/mazda-cx-60-2023-antofagasta-cod77068897.html,39997.0,343630.0,2023
mazda,Cx-60 4x4 2.5 Phev Signature,2025,40950000.0,25120.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mazda-cx-60-2025-metropolitana-de-santiago-cod77326053.html,40957.0,251200.0,2025
mazda,Cx-9 Gt 3.7 V6 4x4,2014,10970000.0,168500.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mazda-cx-9-2014-metropolitana-de-santiago-cod77218644.html,10977.0,1685000.0,2014
mazda,Cx-9 Gt 3.7,2016,14000000.0,109000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mazda-cx-9-2016-metropolitana-de-santiago-cod77031557.html,147.0,1090000.0,2016
mercedes,A200 2.0 Turbo,2020,22970000.0,79000.0,diesel,santiago,https://automoviles.emol.com/venta/autos/mercedes-benz-a200-2020-metropolitana-de-santiago-cod77125026.html,22977.0,790000.0,2020
mercedes,A250 A250 2.0t Amg,2017,18280000.0,30000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mercedes-benz-a250-2017-metropolitana-de-santiago-cod76095160.html,18287.0,300000.0,2017
mercedes,C63 4.0 Biturbo V8,2018,46970000.0,47120.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mercedes-benz-c63-2018-metropolitana-de-santiago-cod77283845.html,46977.0,471200.0,2018
mercedes,C63 4.0 V8 Biturbo,2019,58970000.0,25400.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mercedes-benz-c63-2019-metropolitana-de-santiago-cod77195537.html,58977.0,254000.0,2019
mercedes,Cla Amg Line,2025,39970000.0,22100.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mercedes-benz-cla-2025-metropolitana-de-santiago-cod77164601.html,39977.0,221000.0,2025
mercedes,E400 3.0 Coupe At 2p,2017,30990000.0,85907.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mercedes-benz-e400-2017-metropolitana-de-santiago-cod76527804.html,30997.0,859070.0,2017
mercedes,Gla200 Progressive 1.3t Amg-line,2024,35900000.0,8000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mercedes-benz-gla200-2024-metropolitana-de-santiago-cod77131153.html,3597.0,80000.0,2024
mercedes,Gle Brabus,2023,81970000.0,37600.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mercedes-benz-gle-2023-metropolitana-de-santiago-cod77324370.html,81977.0,376000.0,2023
mercedes,Ml Ml 350,2008,8290000.0,167000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mercedes-benz-ml-2008-metropolitana-de-santiago-cod77115337.html,82900000.0,1670000.0,2008
mercedes,Ml 4matic 3.5 V6,2012,16970000.0,147450.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mercedes-benz-ml-2012-metropolitana-de-santiago-cod77333631.html,16977.0,1474500.0,2012
mercedes,Ml 3.0 Blue Tec 4matic,2014,19500000.0,167959.0,diesel,santiago,https://automoviles.emol.com/venta/autos/mercedes-benz-ml-2014-metropolitana-de-santiago-cod77157324.html,1957.0,1679590.0,2014
mg,3 1.5 4x2 Hb At 5p,2023,8290000.0,53780.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mg-3-2023-metropolitana-de-santiago-cod77345292.html,82900000.0,537800.0,2023
mg,Hs Dct 4x4 2.0,2023,11500000.0,46400.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mg-hs-2023-metropolitana-de-santiago-cod77335964.html,1157.0,464000.0,2023
mg,Mg3 1.5,2022,7750000.0,55575.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mg-mg3-2022-metropolitana-de-santiago-cod77312676.html,77500000.0,555750.0,2022
mg,Zs 1.5 4x2 At 5p,2021,8680000.0,50110.0,bencina,tarapaca,https://automoviles.emol.com/venta/autos/mg-zs-2021-tarapaca-cod77340434.html,86800000.0,501100.0,2021
mini,Cooper Cooper S Hb 2.0,2020,23980000.0,50667.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mini-cooper-2020-metropolitana-de-santiago-cod77222957.html,23987.0,506670.0,2020
mini,Cooper 2.0 Auto,2021,31990000.0,37985.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mini-cooper-2021-metropolitana-de-santiago-cod77198193.html,31997.0,379850.0,2021
mini,Cooper 1.5 Turbo,2022,21970000.0,36700.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mini-cooper-2022-metropolitana-de-santiago-cod77326145.html,21977.0,367000.0,2022
mini,Cooper S Hb 2.0 At Jcw,2024,31900000.0,25000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mini-cooper-2024-metropolitana-de-santiago-cod77125130.html,3197.0,250000.0,2024
mini,Cooper 1.5 Auto Essential,2024,22890000.0,17125.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mini-cooper-2024-metropolitana-de-santiago-cod77184929.html,22897.0,171250.0,2024
mini,Countryman Cooper S 2.0 At,2024,31900000.0,47000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mini-countryman-2024-metropolitana-de-santiago-cod77125156.html,3197.0,470000.0,2024
mitsubishi,Asx Asx 1.6 Mt,2019,11480000.0,69085.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mitsubishi-asx-2019-metropolitana-de-santiago-cod76082814.html,11487.0,690850.0,2019
mitsubishi,L-200 Dakar 4x4 2.4,2021,22680000.0,45260.0,diesel,santiago,https://automoviles.emol.com/venta/autos/mitsubishi-l-200-2021-metropolitana-de-santiago-cod76508331.html,22687.0,452600.0,2021
mitsubishi,L-200 Katana Crm 4x4 2.4,2021,13950000.0,145508.0,diesel,santiago,https://automoviles.emol.com/venta/autos/mitsubishi-l-200-2021-metropolitana-de-santiago-cod77018130.html,13957.0,1455080.0,2021
mitsubishi,L-200 Katana Cr 4x2 2.4,2022,12300000.0,134000.0,diesel,santiago,https://automoviles.emol.com/venta/autos/mitsubishi-l-200-2022-metropolitana-de-santiago-cod77298983.html,1237.0,1340000.0,2022
mitsubishi,Montero 3.0 At,2020,16950000.0,70334.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mitsubishi-montero-2020-metropolitana-de-santiago-cod76771196.html,16957.0,703340.0,2020
mitsubishi,Outlander Phev 2.0,2020,19970000.0,108400.0,bencina,santiago,https://automoviles.emol.com/venta/autos/mitsubishi-outlander-2020-metropolitana-de-santiago-cod77319212.html,19977.0,1084000.0,2020
nissan,Kicks 1.6 Advance 4x2 Mt 5p,2018,10390000.0,111173.0,bencina,antofagasta,https://automoviles.emol.com/venta/autos/nissan-kicks-2018-antofagasta-cod77341351.html,10397.0,1111730.0,2018
nissan,Kicks 1.6 Advance,2024,12990000.0,122117.0,bencina,santiago,https://automoviles.emol.com/venta/autos/nissan-kicks-2024-metropolitana-de-santiago-cod76975323.html,12997.0,1221170.0,2024
nissan,Leaf Tekna 40kwh,2022,16500000.0,27000.0,electrico,santiago,https://automoviles.emol.com/venta/autos/nissan-leaf-2022-metropolitana-de-santiago-cod77125186.html,1657.0,270000.0,2022
nissan,Navara 2.3d Pro4x 4x4 Dob.cab. A,2022,25490000.0,169589.0,diesel,santiago,https://automoviles.emol.com/venta/autos/nissan-navara-2022-metropolitana-de-santiago-cod76952524.html,25497.0,1695890.0,2022
nissan,Navara 4x4 2.3 Xe,2022,17900000.0,130900.0,diesel,santiago,https://automoviles.emol.com/venta/autos/nissan-navara-2022-metropolitana-de-santiago-cod77304296.html,1797.0,1309000.0,2022
nissan,Navara 2.3d Pro4x 4x4 Dob.cab. A,2024,37990000.0,21740.0,diesel,atacama,https://automoviles.emol.com/venta/autos/nissan-navara-2024-atacama-cod76729496.html,37997.0,217400.0,2024
nissan,Np300 2.3 Dsl Auto Le 4wd,2019,17990000.0,116000.0,diesel,santiago,https://automoviles.emol.com/venta/autos/nissan-np300-2019-metropolitana-de-santiago-cod77319825.html,17997.0,1160000.0,2019
nissan,Pathfinder New Pathfinder Se 2.5,2013,7950000.0,168000.0,diesel,santiago,https://automoviles.emol.com/venta/autos/nissan-pathfinder-2013-metropolitana-de-santiago-cod77325359.html,79500000.0,1680000.0,2013
nissan,Pathfinder Advance 4x4 3.5,2016,10550000.0,132289.0,bencina,santiago,https://automoviles.emol.com/venta/autos/nissan-pathfinder-2016-metropolitana-de-santiago-cod77307705.html,10557.0,1322890.0,2016
nissan,Qashqai At,2017,15295000.0,46800.0,bencina,santiago,https://automoviles.emol.com/venta/autos/nissan-qashqai-2017-metropolitana-de-santiago-cod75605140.html,152957.0,468000.0,2017
nissan,Qashqai 1.3t Advance 2wd Cvt At 5,2023,15990000.0,29830.0,bencina,tarapaca,https://automoviles.emol.com/venta/autos/nissan-qashqai-2023-tarapaca-cod77062718.html,15997.0,298300.0,2023
nissan,Qashqai 1.3t Advance 2wd Cvt At 5,2024,16490000.0,39912.0,bencina,tarapaca,https://automoviles.emol.com/venta/autos/nissan-qashqai-2024-tarapaca-cod77332598.html,16497.0,399120.0,2024
nissan,Qashqai 1.3t Advance 2wd Cvt At 5,2025,18990000.0,3426.0,bencina,tarapaca,https://automoviles.emol.com/venta/autos/nissan-qashqai-2025-tarapaca-cod77107659.html,18997.0,34260.0,2025
nissan,Sentra 1.8 At,2020,14000000.0,69000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/nissan-sentra-2020-metropolitana-de-santiago-cod75679032.html,147.0,690000.0,2020
nissan,Versa 1.6 Advance 4x2 Mt 4p,2020,9990000.0,73610.0,bencina,santiago,https://automoviles.emol.com/venta/autos/nissan-versa-2020-metropolitana-de-santiago-cod77353290.html,99900000.0,736100.0,2020
nissan,Versa 1.6 Sense 4x2 Mt 4p,2023,10990000.0,113795.0,bencina,antofagasta,https://automoviles.emol.com/venta/autos/nissan-versa-2023-antofagasta-cod77325698.html,10997.0,1137950.0,2023
nissan,Versa 1.6 Sense 4x2 Mt 4p,2023,10890000.0,135079.0,bencina,santiago,https://automoviles.emol.com/venta/autos/nissan-versa-2023-metropolitana-de-santiago-cod77294678.html,10897.0,1350790.0,2023
nissan,X Trail Classic 2.5,2010,5200000.0,175000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/nissan-x-trail-2010-metropolitana-de-santiago-cod77328961.html,52000000.0,1750000.0,2010
nissan,X Trail At,2017,12900000.0,100000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/nissan-x-trail-2017-metropolitana-de-santiago-cod75638860.html,1297.0,1000000.0,2017
nissan,X Trail T32 2.5 At,2018,12950000.0,73230.0,bencina,santiago,https://automoviles.emol.com/venta/autos/nissan-x-trail-2018-metropolitana-de-santiago-cod77335818.html,12957.0,732300.0,2018
nissan,X Trail 2.5 Sense 4x2 Cvt Auto,2019,13490000.0,63431.0,bencina,santiago,https://automoviles.emol.com/venta/autos/nissan-x-trail-2019-metropolitana-de-santiago-cod77265280.html,13497.0,634310.0,2019
nissan,X Trail 2.5 Sense Mc 4x2 Cvt At 5,2022,12490000.0,85429.0,bencina,tarapaca,https://automoviles.emol.com/venta/autos/nissan-x-trail-2022-tarapaca-cod77147093.html,12497.0,854290.0,2022
nissan,X Trail 2.5 Sense 4x2 3row Cvt At,2023,19990000.0,33818.0,bencina,antofagasta,https://automoviles.emol.com/venta/autos/nissan-x-trail-2023-antofagasta-cod77352027.html,19997.0,338180.0,2023
nissan,X Trail 2.5 Sense Mc 4x4 2row Cvt,2023,27990000.0,60822.0,bencina,atacama,https://automoviles.emol.com/venta/autos/nissan-x-trail-2023-atacama-cod77074515.html,27997.0,608220.0,2023
nissan,X Trail 2.5 Advance Mc 4x2 Cvt At,2023,24490000.0,21301.0,bencina,santiago,https://automoviles.emol.com/venta/autos/nissan-x-trail-2023-metropolitana-de-santiago-cod77026045.html,24497.0,213010.0,2023
nissan,X Trail 2.5 Sense Mc 4x4 2row Cvt,2023,14980000.0,48752.0,bencina,tarapaca,https://automoviles.emol.com/venta/autos/nissan-x-trail-2023-tarapaca-cod76251229.html,14987.0,487520.0,2023
nissan,X Trail 1.5 E-power Exclusive Hyb,2025,30590000.0,10135.0,hibrido,tarapaca,https://automoviles.emol.com/venta/autos/nissan-x-trail-2025-tarapaca-cod77166119.html,30597.0,101350.0,2025
opel,Corsa 1.2 Edition 75hp 4x2 Mt5,2021,9490000.0,105821.0,bencina,santiago,https://automoviles.emol.com/venta/autos/opel-corsa-2021-metropolitana-de-santiago-cod76950225.html,94900000.0,1058210.0,2021
opel,Corsa 1.2 T,2025,12450000.0,13782.0,bencina,santiago,https://automoviles.emol.com/venta/autos/opel-corsa-2025-metropolitana-de-santiago-cod77134109.html,12457.0,137820.0,2025
opel,Crossland 1.2t Enjoy 4x2 At6 5p,2021,10790000.0,27289.0,bencina,biobio,https://automoviles.emol.com/venta/autos/opel-crossland-2021-biobio-cod77265198.html,10797.0,272890.0,2021
opel,Grandland Innovation,2020,11970000.0,113000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/opel-grandland-2020-metropolitana-de-santiago-cod77100872.html,11977.0,1130000.0,2020
opel,Grandland 1.6,2021,12950000.0,45789.0,bencina,santiago,https://automoviles.emol.com/venta/autos/opel-grandland-2021-metropolitana-de-santiago-cod77299931.html,12957.0,457890.0,2021
peugeot,2008 Mt,2017,11600000.0,74000.0,diesel,santiago,https://automoviles.emol.com/venta/autos/peugeot-2008-2017-metropolitana-de-santiago-cod75679129.html,1167.0,740000.0,2017
peugeot,2008 1.2 Puretech 110 Hp Auto,2019,9890000.0,90000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/peugeot-2008-2019-metropolitana-de-santiago-cod76239014.html,98900000.0,900000.0,2019
peugeot,2008 1.2 Active Puretech 4x2 1,2021,13490000.0,44871.0,bencina,santiago,https://automoviles.emol.com/venta/autos/peugeot-2008-2021-metropolitana-de-santiago-cod76862685.html,13497.0,448710.0,2021
peugeot,2008 Allure Bluehdi 130 1.5,2023,17950000.0,37543.0,diesel,santiago,https://automoviles.emol.com/venta/autos/peugeot-2008-2023-metropolitana-de-santiago-cod77046762.html,17957.0,375430.0,2023
peugeot,2008 Blue Hdi 130 Eat8 1.5,2023,16950000.0,50816.0,diesel,santiago,https://automoviles.emol.com/venta/autos/peugeot-2008-2023-metropolitana-de-santiago-cod77149024.html,16957.0,508160.0,2023
peugeot,208 Active Signature,2021,11990000.0,38000.0,bencina,santiago,https://automoviles.emol.com/venta/autos/peugeot-208-2021-metropolitana-de-santiago-cod75776046.html,11997.0,380000.0,2021
peugeot,208 1.2 Puretech 75hp Active,2021,9490000.0,62035.0,bencina,santiago,https://automoviles.emol.com/venta/autos/peugeot-208-2021-metropolitana-de-santiago-cod77326638.html,94900000.0,620350.0,2021
peugeot,3008 Mt,2018,19990000.0,103200.0,diesel,santiago,https://automoviles.emol.com/venta/autos/peugeot-3008-2018-metropolitana-de-santiago-cod75831065.html,19997.0,1032000.0,2018
peugeot,3008 Gtline Bluehdi 2.0 At,2021,21900000.0,89000.0,diesel,santiago,https://automoviles.emol.com/venta/autos/peugeot-3008-2021-metropolitana-de-santiago-cod76494308.html,2197.0,890000.0,2021
peugeot,3008 1.2 Premiere Mhev 4x2 136,2025,26990000.0,14320.0,hibrido,santiago,https://automoviles.emol.com/venta/autos/peugeot-3008-2025-metropolitana-de-santiago-cod77332947.html,26997.0,143200.0,2025
peugeot,5008 5008 Allure 1.6,2018,13990000.0,83700.0,bencina,araucania,https://automoviles.emol.com/venta/autos/peugeot-5008-2018-araucania-cod77353474.html,13997.0,837000.0,2018
peugeot,5008 1.5 Gt Bluehdi 4x2 130 Ea,2022,21490000.0,92758.0,diesel,atacama,https://automoviles.emol.com/venta/autos/peugeot-5008-2022-atacama-cod76884174.html,21497.0,927580.0,2022
peugeot,5008 1.6 Gt Puretech 4x2 180 E,2022,23290000.0,62342.0,bencina,santiago,https://automoviles.emol.com/venta/autos/peugeot-5008-2022-metropolitana-de-santiago-cod76927058.html,23297.0,623420.0,2022
peugeot,508 Peugeot 508 2.0 Hdi Auto,2016,15980000.0,84300.0,diesel,santiago,https://automoviles.emol.com/venta/autos/peugeot-508-2016-metropolitana-de-santiago-cod76082603.html,15987.0,843000.0,2016
peugeot,Landtrek Landtrek Hdi 1.9 . 4x4,2022,15290000.0,161000.0,diesel,araucania,https://automoviles.emol.com/venta/autos/peugeot-landtrek-2022-araucania-cod76948639.html,15297.0,1610000.0,2022
